CustomerID,Churn_ID,Churn
C1196,CHN1196,No
C1197,CHN1197,No
C1198,CHN1198,No
C1199,CHN1199,No
C1200,CHN1200,No
C1201,CHN1201,No
C1202,CHN1202,No
C1203,CHN1203,Yes
C1204,CHN1204,No
C1205,CHN1205,No
C1206,CHN1206,Yes
C1207,CHN1207,No
C1208,CHN1208,No
C1209,CHN1209,Yes
C1210,CHN1210,No
C1211,CHN1211,Yes
C1212,CHN1212,Yes
C1213,CHN1213,No
C1214,CHN1214,No
C1215,CHN1215,Yes
C1216,CHN1216,Yes
C1217,CHN1217,No
C1218,CHN1218,No
C1219,CHN1219,Yes
C1220,CHN1220,No
C1221,CHN1221,No
C1222,CHN1222,No
C1223,CHN1223,No
C1224,CHN1224,Yes
C1225,CHN1225,Yes
C1226,CHN1226,Yes
C1227,CHN1227,No
C1228,CHN1228,No
C1229,CHN1229,No
C1230,CHN1230,No
C1231,CHN1231,No
C1232,CHN1232,No
C1233,CHN1233,Yes
C1234,CHN1234,No
C1235,CHN1235,No
C1236,CHN1236,No
C1237,CHN1237,Yes
C1238,CHN1238,No
C1239,CHN1239,Yes
C1240,CHN1240,No
C1241,CHN1241,No
C1242,CHN1242,No
C1243,CHN1243,No
C1244,CHN1244,Yes
C1245,CHN1245,Yes
C1246,CHN1246,No
C1247,CHN1247,No
C1248,CHN1248,No
C1249,CHN1249,Yes
C1250,CHN1250,Yes
C1251,CHN1251,No
C1252,CHN1252,Yes
C1253,CHN1253,No
C1254,CHN1254,Yes
C1255,CHN1255,No
C1256,CHN1256,Yes
C1257,CHN1257,No
C1258,CHN1258,No
C1259,CHN1259,No
C1260,CHN1260,Yes
C1261,CHN1261,No
C1262,CHN1262,No
C1263,CHN1263,No
C1264,CHN1264,Yes
C1265,CHN1265,No
C1266,CHN1266,No
C1267,CHN1267,No
C1268,CHN1268,No
C1269,CHN1269,Yes
C1270,CHN1270,No
C1271,CHN1271,No
C1272,CHN1272,No
C1273,CHN1273,No
C1274,CHN1274,No
C1275,CHN1275,No
C1276,CHN1276,No
C1277,CHN1277,No
C1278,CHN1278,No
C1279,CHN1279,No
C1280,CHN1280,No
C1281,CHN1281,No
C1282,CHN1282,No
C1283,CHN1283,No
C1284,CHN1284,No
C1285,CHN1285,No
C1286,CHN1286,Yes
C1287,CHN1287,No
C1288,CHN1288,No
C1289,CHN1289,No
C1290,CHN1290,No
C1291,CHN1291,No
C1292,CHN1292,Yes
C1293,CHN1293,No
C1294,CHN1294,No
C1295,CHN1295,Yes
C1296,CHN1296,No
C1297,CHN1297,No
C1298,CHN1298,No
C1299,CHN1299,No
C1300,CHN1300,Yes
C1301,CHN1301,No
C1302,CHN1302,No
C1303,CHN1303,No
C1304,CHN1304,No
C1305,CHN1305,Yes
C1306,CHN1306,No
C1307,CHN1307,Yes
C1308,CHN1308,No
C1309,CHN1309,Yes
C1310,CHN1310,Yes
C1311,CHN1311,Yes
C1312,CHN1312,No
C1313,CHN1313,No
C1314,CHN1314,Yes
C1315,CHN1315,Yes
C1316,CHN1316,No
C1317,CHN1317,No
C1318,CHN1318,No
C1319,CHN1319,No
C1320,CHN1320,Yes
C1321,CHN1321,No
C1322,CHN1322,No
C1323,CHN1323,No
C1324,CHN1324,No
C1325,CHN1325,Yes
C1326,CHN1326,Yes
C1327,CHN1327,No
C1328,CHN1328,Yes
C1329,CHN1329,No
C1330,CHN1330,No
C1331,CHN1331,No
C1332,CHN1332,No
C1333,CHN1333,No
C1334,CHN1334,No
C1335,CHN1335,Yes
C1336,CHN1336,Yes
C1337,CHN1337,No
C1338,CHN1338,No
C1339,CHN1339,Yes
C1340,CHN1340,Yes
C1341,CHN1341,No
C1342,CHN1342,Yes
C1343,CHN1343,No
C1344,CHN1344,No
C1345,CHN1345,No
C1346,CHN1346,No
C1347,CHN1347,Yes
C1348,CHN1348,No
C1349,CHN1349,Yes
C1350,CHN1350,No
C1351,CHN1351,No
C1352,CHN1352,No
C1353,CHN1353,No
C1354,CHN1354,No
C1355,CHN1355,Yes
C1356,CHN1356,No
C1357,CHN1357,No
C1358,CHN1358,No
C1359,CHN1359,No
C1360,CHN1360,Yes
C1361,CHN1361,Yes
C1362,CHN1362,Yes
C1363,CHN1363,Yes
C1364,CHN1364,No
C1365,CHN1365,No
C1366,CHN1366,Yes
C1367,CHN1367,Yes
C1368,CHN1368,No
C1369,CHN1369,No
C1370,CHN1370,No
C1371,CHN1371,No
C1372,CHN1372,Yes
C1373,CHN1373,No
C1374,CHN1374,No
C1375,CHN1375,No
C1376,CHN1376,No
C1377,CHN1377,Yes
C1378,CHN1378,No
C1379,CHN1379,No
C1380,CHN1380,No
C1381,CHN1381,No
C1382,CHN1382,No
C1383,CHN1383,No
C1384,CHN1384,Yes
C1385,CHN1385,Yes
C1386,CHN1386,No
C1387,CHN1387,No
C1388,CHN1388,No
C1389,CHN1389,No
C1390,CHN1390,Yes
C1391,CHN1391,No
C1392,CHN1392,No
C1393,CHN1393,No
C1394,CHN1394,No
C1395,CHN1395,No
C1396,CHN1396,Yes
C1397,CHN1397,Yes
C1398,CHN1398,No
C1399,CHN1399,No
C1400,CHN1400,No
C1401,CHN1401,No
C1402,CHN1402,Yes
C1403,CHN1403,Yes
C1404,CHN1404,No
C1405,CHN1405,No
C1406,CHN1406,Yes
C1407,CHN1407,No
C1408,CHN1408,No
C1409,CHN1409,No
C1410,CHN1410,No
C1411,CHN1411,Yes
C1412,CHN1412,No
C1413,CHN1413,Yes
C1414,CHN1414,No
C1415,CHN1415,No
C1416,CHN1416,No
C1417,CHN1417,No
C1418,CHN1418,No
C1419,CHN1419,No
C1420,CHN1420,No
C1421,CHN1421,No
C1422,CHN1422,Yes
C1423,CHN1423,No
C1424,CHN1424,Yes
C1425,CHN1425,No
C1426,CHN1426,No
C1427,CHN1427,No
C1428,CHN1428,No
C1429,CHN1429,Yes
C1430,CHN1430,No
C1431,CHN1431,No
C1432,CHN1432,No
C1433,CHN1433,No
C1434,CHN1434,No
C1435,CHN1435,Yes
C1436,CHN1436,No
C1437,CHN1437,Yes
C1438,CHN1438,No
C1439,CHN1439,No
C1440,CHN1440,Yes
C1441,CHN1441,No
C1442,CHN1442,No
C1443,CHN1443,No
C1444,CHN1444,No
C1445,CHN1445,No
C1446,CHN1446,No
C1447,CHN1447,No
C1448,CHN1448,Yes
C1449,CHN1449,No
C1450,CHN1450,No
C1451,CHN1451,No
C1452,CHN1452,No
C1453,CHN1453,No
C1454,CHN1454,No
C1455,CHN1455,No
C1456,CHN1456,No
C1457,CHN1457,Yes
C1458,CHN1458,No
C1459,CHN1459,Yes
C1460,CHN1460,No
C1461,CHN1461,Yes
C1462,CHN1462,No
C1463,CHN1463,No
C1464,CHN1464,Yes
C1465,CHN1465,No
C1466,CHN1466,No
C1467,CHN1467,No
C1468,CHN1468,No
C1469,CHN1469,No
C1470,CHN1470,Yes
C1471,CHN1471,No
C1472,CHN1472,No
C1473,CHN1473,Yes
C1474,CHN1474,Yes
C1475,CHN1475,No
C1476,CHN1476,No
C1477,CHN1477,No
C1478,CHN1478,Yes
C1479,CHN1479,Yes
C1480,CHN1480,No
C1481,CHN1481,No
C1482,CHN1482,No
C1483,CHN1483,No
C1484,CHN1484,No
C1485,CHN1485,No
C1486,CHN1486,Yes
C1487,CHN1487,Yes
C1488,CHN1488,No
C1489,CHN1489,No
C1490,CHN1490,No
C1491,CHN1491,No
C1492,CHN1492,No
C1493,CHN1493,Yes
C1494,CHN1494,No
C1495,CHN1495,Yes
C1496,CHN1496,No
C1497,CHN1497,No
C1498,CHN1498,No
C1499,CHN1499,Yes
C1500,CHN1500,No
C1501,CHN1501,No
C1502,CHN1502,No
C1503,CHN1503,No
C1504,CHN1504,No
C1505,CHN1505,No
C1506,CHN1506,Yes
C1507,CHN1507,No
C1508,CHN1508,No
C1509,CHN1509,No
C1510,CHN1510,Yes
C1511,CHN1511,No
C1512,CHN1512,No
C1513,CHN1513,No
C1514,CHN1514,Yes
C1515,CHN1515,No
C1516,CHN1516,No
C1517,CHN1517,No
C1518,CHN1518,No
C1519,CHN1519,No
C1520,CHN1520,Yes
C1521,CHN1521,No
C1522,CHN1522,No
C1523,CHN1523,Yes
C1524,CHN1524,No
C1525,CHN1525,No
C1526,CHN1526,No
C1527,CHN1527,No
C1528,CHN1528,No
C1529,CHN1529,No
C1530,CHN1530,No
C1531,CHN1531,Yes
C1532,CHN1532,No
C1533,CHN1533,No
C1534,CHN1534,Yes
C1535,CHN1535,No
C1536,CHN1536,No
C1537,CHN1537,No
C1538,CHN1538,No
C1539,CHN1539,Yes
C1540,CHN1540,No
C1541,CHN1541,No
C1542,CHN1542,No
C1543,CHN1543,No
C1544,CHN1544,Yes
C1545,CHN1545,No
C1546,CHN1546,No
C1547,CHN1547,No
C1548,CHN1548,Yes
C1549,CHN1549,No
C1550,CHN1550,Yes
C1551,CHN1551,No
C1552,CHN1552,No
C1553,CHN1553,No
C1554,CHN1554,No
C1555,CHN1555,No
C1556,CHN1556,Yes
C1557,CHN1557,Yes
C1558,CHN1558,No
C1559,CHN1559,Yes
C1560,CHN1560,No
C1561,CHN1561,No
C1562,CHN1562,Yes
C1563,CHN1563,No
C1564,CHN1564,No
C1565,CHN1565,Yes
C1566,CHN1566,No
C1567,CHN1567,No
C1568,CHN1568,No
C1569,CHN1569,No
C1570,CHN1570,No
C1571,CHN1571,No
C1572,CHN1572,No
C1573,CHN1573,Yes
C1574,CHN1574,No
C1575,CHN1575,No
C1576,CHN1576,Yes
C1577,CHN1577,No
C1578,CHN1578,Yes
C1579,CHN1579,Yes
C1580,CHN1580,Yes
C1581,CHN1581,No
C1582,CHN1582,No
C1583,CHN1583,No
C1584,CHN1584,No
C1585,CHN1585,No
C1586,CHN1586,No
C1587,CHN1587,No
C1588,CHN1588,No
C1589,CHN1589,No
C1590,CHN1590,No
C1591,CHN1591,No
C1592,CHN1592,No
C1593,CHN1593,Yes
C1594,CHN1594,No
C1595,CHN1595,No
C1596,CHN1596,Yes
C1597,CHN1597,No
C1598,CHN1598,No
C1599,CHN1599,No
C1600,CHN1600,No
C1601,CHN1601,Yes
C1602,CHN1602,No
C1603,CHN1603,Yes
C1604,CHN1604,Yes
C1605,CHN1605,No
C1606,CHN1606,No
C1607,CHN1607,No
C1608,CHN1608,Yes
C1609,CHN1609,No
C1610,CHN1610,No
C1611,CHN1611,No
C1612,CHN1612,No
C1613,CHN1613,Yes
C1614,CHN1614,No
C1615,CHN1615,No
C1616,CHN1616,No
C1617,CHN1617,No
C1618,CHN1618,No
C1619,CHN1619,Yes
C1620,CHN1620,No
C1621,CHN1621,No
C1622,CHN1622,Yes
C1623,CHN1623,No
C1624,CHN1624,No
C1625,CHN1625,Yes
C1626,CHN1626,Yes
C1627,CHN1627,No
C1628,CHN1628,No
C1629,CHN1629,No
C1630,CHN1630,No
C1631,CHN1631,No
C1632,CHN1632,Yes
C1633,CHN1633,Yes
C1634,CHN1634,No
C1635,CHN1635,No
C1636,CHN1636,No
C1637,CHN1637,No
C1638,CHN1638,No
C1639,CHN1639,No
C1640,CHN1640,Yes
C1641,CHN1641,No
C1642,CHN1642,No
C1643,CHN1643,No
C1644,CHN1644,No
C1645,CHN1645,Yes
C1646,CHN1646,Yes
C1647,CHN1647,No
C1648,CHN1648,Yes
C1649,CHN1649,No
C1650,CHN1650,No
C1651,CHN1651,Yes
C1652,CHN1652,Yes
C1653,CHN1653,No
C1654,CHN1654,No
C1655,CHN1655,No
C1656,CHN1656,Yes
C1657,CHN1657,No
C1658,CHN1658,No
C1659,CHN1659,Yes
C1660,CHN1660,No
C1661,CHN1661,No
C1662,CHN1662,No
C1663,CHN1663,Yes
C1664,CHN1664,Yes
C1665,CHN1665,Yes
C1666,CHN1666,No
C1667,CHN1667,No
C1668,CHN1668,No
C1669,CHN1669,No
C1670,CHN1670,No
C1671,CHN1671,Yes
C1672,CHN1672,No
C1673,CHN1673,No
C1674,CHN1674,Yes
C1675,CHN1675,No
C1676,CHN1676,Yes
C1677,CHN1677,No
C1678,CHN1678,No
C1679,CHN1679,No
C1680,CHN1680,No
C1681,CHN1681,No
C1682,CHN1682,No
C1683,CHN1683,No
C1684,CHN1684,No
C1685,CHN1685,No
C1686,CHN1686,No
C1687,CHN1687,Yes
C1688,CHN1688,No
C1689,CHN1689,No
C1690,CHN1690,No
C1691,CHN1691,No
C1692,CHN1692,No
C1693,CHN1693,No
C1694,CHN1694,No
C1695,CHN1695,Yes
C1696,CHN1696,No
C1697,CHN1697,Yes
C1698,CHN1698,No
C1699,CHN1699,No
C1700,CHN1700,No
C1701,CHN1701,No
C1702,CHN1702,Yes
C1703,CHN1703,Yes
C1704,CHN1704,No
C1705,CHN1705,Yes
C1706,CHN1706,No
C1707,CHN1707,No
C1708,CHN1708,No
C1709,CHN1709,Yes
C1710,CHN1710,No
C1711,CHN1711,No
C1712,CHN1712,No
C1713,CHN1713,No
C1714,CHN1714,No
C1715,CHN1715,No
C1716,CHN1716,No
C1717,CHN1717,No
C1718,CHN1718,No
C1719,CHN1719,No
C1720,CHN1720,No
C1721,CHN1721,No
C1722,CHN1722,Yes
C1723,CHN1723,No
C1724,CHN1724,No
C1725,CHN1725,No
C1726,CHN1726,No
C1727,CHN1727,No
C1728,CHN1728,No
C1729,CHN1729,No
C1730,CHN1730,No
C1731,CHN1731,Yes
C1732,CHN1732,Yes
C1733,CHN1733,No
C1734,CHN1734,No
C1735,CHN1735,Yes
C1736,CHN1736,No
C1737,CHN1737,Yes
C1738,CHN1738,No
C1739,CHN1739,No
C1740,CHN1740,Yes
C1741,CHN1741,No
C1742,CHN1742,No
C1743,CHN1743,Yes
C1744,CHN1744,No
C1745,CHN1745,No
C1746,CHN1746,No
C1747,CHN1747,No
C1748,CHN1748,Yes
C1749,CHN1749,No
C1750,CHN1750,No
C1751,CHN1751,No
C1752,CHN1752,Yes
C1753,CHN1753,No
C1754,CHN1754,No
C1755,CHN1755,No
C1756,CHN1756,No
C1757,CHN1757,No
C1758,CHN1758,No
C1759,CHN1759,No
C1760,CHN1760,No
C1761,CHN1761,No
C1762,CHN1762,No
C1763,CHN1763,No
C1764,CHN1764,No
C1765,CHN1765,No
C1766,CHN1766,No
C1767,CHN1767,No
C1768,CHN1768,No
C1769,CHN1769,No
C1770,CHN1770,No
C1771,CHN1771,Yes
C1772,CHN1772,Yes
C1773,CHN1773,Yes
C1774,CHN1774,No
C1775,CHN1775,No
C1776,CHN1776,No
C1777,CHN1777,No
C1778,CHN1778,No
C1779,CHN1779,No
C1780,CHN1780,No
C1781,CHN1781,Yes
C1782,CHN1782,No
C1783,CHN1783,No
C1784,CHN1784,Yes
C1785,CHN1785,Yes
C1786,CHN1786,No
C1787,CHN1787,Yes
C1788,CHN1788,No
C1789,CHN1789,No
C1790,CHN1790,No
C1791,CHN1791,Yes
C1792,CHN1792,No
C1793,CHN1793,No
C1794,CHN1794,No
C1795,CHN1795,No
C1796,CHN1796,Yes
C1797,CHN1797,No
C1798,CHN1798,No
C1799,CHN1799,No
C1800,CHN1800,Yes
C1801,CHN1801,No
C1802,CHN1802,No
C1803,CHN1803,No
C1804,CHN1804,No
C1805,CHN1805,No
C1806,CHN1806,No
C1807,CHN1807,No
C1808,CHN1808,Yes
C1809,CHN1809,Yes
C1810,CHN1810,Yes
C1811,CHN1811,No
C1812,CHN1812,No
C1813,CHN1813,No
C1814,CHN1814,No
C1815,CHN1815,No
C1816,CHN1816,No
C1817,CHN1817,No
C1818,CHN1818,No
C1819,CHN1819,No
C1820,CHN1820,No
C1821,CHN1821,No
C1822,CHN1822,Yes
C1823,CHN1823,Yes
C1824,CHN1824,Yes
C1825,CHN1825,No
C1826,CHN1826,No
C1827,CHN1827,No
C1828,CHN1828,No
C1829,CHN1829,No
C1830,CHN1830,No
C1831,CHN1831,No
C1832,CHN1832,No
C1833,CHN1833,Yes
C1834,CHN1834,No
C1835,CHN1835,Yes
C1836,CHN1836,No
C1837,CHN1837,Yes
C1838,CHN1838,Yes
C1839,CHN1839,No
C1840,CHN1840,No
C1841,CHN1841,Yes
C1842,CHN1842,No
C1843,CHN1843,No
C1844,CHN1844,No
C1845,CHN1845,No
C1846,CHN1846,No
C1847,CHN1847,No
C1848,CHN1848,No
C1849,CHN1849,No
C1850,CHN1850,Yes
C1851,CHN1851,No
C1852,CHN1852,Yes
C1853,CHN1853,Yes
C1854,CHN1854,Yes
C1855,CHN1855,Yes
C1856,CHN1856,No
C1857,CHN1857,Yes
C1858,CHN1858,No
C1859,CHN1859,Yes
C1860,CHN1860,Yes
C1861,CHN1861,No
C1862,CHN1862,Yes
C1863,CHN1863,No
C1864,CHN1864,No
C1865,CHN1865,No
C1866,CHN1866,No
C1867,CHN1867,No
C1868,CHN1868,Yes
C1869,CHN1869,No
C1870,CHN1870,No
C1871,CHN1871,No
C1872,CHN1872,No
C1873,CHN1873,No
C1874,CHN1874,No
C1875,CHN1875,No
C1876,CHN1876,No
C1877,CHN1877,No
C1878,CHN1878,No
C1879,CHN1879,No
C1880,CHN1880,Yes
C1881,CHN1881,Yes
C1882,CHN1882,No
C1883,CHN1883,No
C1884,CHN1884,Yes
C1885,CHN1885,No
C1886,CHN1886,No
C1887,CHN1887,No
C1888,CHN1888,Yes
C1889,CHN1889,No
C1890,CHN1890,No
C1891,CHN1891,Yes
C1892,CHN1892,Yes
C1893,CHN1893,No
C1894,CHN1894,No
C1895,CHN1895,No
C1896,CHN1896,No
C1897,CHN1897,No
C1898,CHN1898,Yes
C1899,CHN1899,Yes
C1900,CHN1900,No
C1901,CHN1901,No
C1902,CHN1902,No
C1903,CHN1903,No
C1904,CHN1904,No
C1905,CHN1905,Yes
C1906,CHN1906,No
C1907,CHN1907,No
C1908,CHN1908,No
C1909,CHN1909,No
C1910,CHN1910,No
C1911,CHN1911,No
C1912,CHN1912,No
C1913,CHN1913,No
C1914,CHN1914,No
C1915,CHN1915,No
C1916,CHN1916,No
C1917,CHN1917,Yes
C1918,CHN1918,No
C1919,CHN1919,No
C1920,CHN1920,Yes
C1921,CHN1921,No
C1922,CHN1922,No
C1923,CHN1923,No
C1924,CHN1924,No
C1925,CHN1925,No
C1926,CHN1926,No
C1927,CHN1927,Yes
C1928,CHN1928,Yes
C1929,CHN1929,Yes
C1930,CHN1930,No
C1931,CHN1931,No
C1932,CHN1932,No
C1933,CHN1933,No
C1934,CHN1934,No
C1935,CHN1935,Yes
C1936,CHN1936,No
C1937,CHN1937,No
C1938,CHN1938,No
C1939,CHN1939,No
C1940,CHN1940,No
C1941,CHN1941,No
C1942,CHN1942,No
C1943,CHN1943,No
C1944,CHN1944,No
C1945,CHN1945,Yes
C1946,CHN1946,No
C1947,CHN1947,No
C1948,CHN1948,No
C1949,CHN1949,Yes
C1950,CHN1950,No
C1951,CHN1951,Yes
C1952,CHN1952,No
C1953,CHN1953,No
C1954,CHN1954,Yes
C1955,CHN1955,Yes
C1956,CHN1956,No
C1957,CHN1957,No
C1958,CHN1958,No
C1959,CHN1959,No
C1960,CHN1960,No
C1961,CHN1961,No
C1962,CHN1962,No
C1963,CHN1963,No
C1964,CHN1964,No
C1965,CHN1965,No
C1966,CHN1966,Yes
C1967,CHN1967,No
C1968,CHN1968,Yes
C1969,CHN1969,No
C1970,CHN1970,No
C1971,CHN1971,Yes
C1972,CHN1972,No
C1973,CHN1973,No
C1974,CHN1974,No
C1975,CHN1975,Yes
C1976,CHN1976,No
C1977,CHN1977,Yes
C1978,CHN1978,No
C1979,CHN1979,No
C1980,CHN1980,No
C1981,CHN1981,No
C1982,CHN1982,Yes
C1983,CHN1983,No
C1984,CHN1984,No
C1985,CHN1985,Yes
C1986,CHN1986,Yes
C1987,CHN1987,No
C1988,CHN1988,Yes
C1989,CHN1989,Yes
C1990,CHN1990,No
C1991,CHN1991,Yes
C1992,CHN1992,No
C1993,CHN1993,No
C1994,CHN1994,Yes
C1995,CHN1995,No
C1996,CHN1996,Yes
C1997,CHN1997,No
C1998,CHN1998,No
C1999,CHN1999,Yes
C2000,CHN2000,Yes
C2001,CHN2001,No
C2002,CHN2002,No
C2003,CHN2003,No
C2004,CHN2004,Yes
C2005,CHN2005,Yes
C2006,CHN2006,Yes
C2007,CHN2007,Yes
C2008,CHN2008,Yes
C2009,CHN2009,Yes
C2010,CHN2010,No
C2011,CHN2011,Yes
C2012,CHN2012,No
C2013,CHN2013,Yes
C2014,CHN2014,No
C2015,CHN2015,No
C2016,CHN2016,No
C2017,CHN2017,Yes
C2018,CHN2018,No
C2019,CHN2019,Yes
C2020,CHN2020,Yes
C2021,CHN2021,No
C2022,CHN2022,No
C2023,CHN2023,No
C2024,CHN2024,Yes
C2025,CHN2025,No
C2026,CHN2026,No
C2027,CHN2027,No
C2028,CHN2028,No
C2029,CHN2029,No
C2030,CHN2030,Yes
C2031,CHN2031,No
C2032,CHN2032,No
C2033,CHN2033,Yes
C2034,CHN2034,Yes
C2035,CHN2035,No
C2036,CHN2036,No
C2037,CHN2037,No
C2038,CHN2038,No
C2039,CHN2039,Yes
C2040,CHN2040,Yes
C2041,CHN2041,No
C2042,CHN2042,No
C2043,CHN2043,No
C2044,CHN2044,No
C2045,CHN2045,No
C2046,CHN2046,No
C2047,CHN2047,No
C2048,CHN2048,No
C2049,CHN2049,Yes
C2050,CHN2050,No
C2051,CHN2051,No
C2052,CHN2052,No
C2053,CHN2053,No
C2054,CHN2054,Yes
C2055,CHN2055,Yes
C2056,CHN2056,No
C2057,CHN2057,No
C2058,CHN2058,Yes
C2059,CHN2059,No
C2060,CHN2060,No
C2061,CHN2061,No
C2062,CHN2062,Yes
C2063,CHN2063,No
C2064,CHN2064,No
C2065,CHN2065,No
C2066,CHN2066,No
C2067,CHN2067,No
C2068,CHN2068,No
C2069,CHN2069,No
C2070,CHN2070,Yes
C2071,CHN2071,Yes
C2072,CHN2072,No
C2073,CHN2073,No
C2074,CHN2074,No
C2075,CHN2075,Yes
C2076,CHN2076,No
C2077,CHN2077,No
C2078,CHN2078,Yes
C2079,CHN2079,No
C2080,CHN2080,No
C2081,CHN2081,No
C2082,CHN2082,No
C2083,CHN2083,No
C2084,CHN2084,Yes
C2085,CHN2085,Yes
C2086,CHN2086,Yes
C2087,CHN2087,Yes
C2088,CHN2088,Yes
C2089,CHN2089,No
C2090,CHN2090,No
C2091,CHN2091,No
C2092,CHN2092,No
C2093,CHN2093,No
C2094,CHN2094,No
C2095,CHN2095,No
C2096,CHN2096,Yes
C2097,CHN2097,Yes
C2098,CHN2098,No
C2099,CHN2099,No
C2100,CHN2100,No
C2101,CHN2101,No
C2102,CHN2102,Yes
C2103,CHN2103,No
C2104,CHN2104,No
C2105,CHN2105,Yes
C2106,CHN2106,Yes
C2107,CHN2107,No
C2108,CHN2108,No
C2109,CHN2109,No
C2110,CHN2110,No
C2111,CHN2111,No
C2112,CHN2112,No
C2113,CHN2113,No
C2114,CHN2114,No
C2115,CHN2115,No
C2116,CHN2116,No
C2117,CHN2117,Yes
C2118,CHN2118,No
C2119,CHN2119,No
C2120,CHN2120,No
C2121,CHN2121,No
C2122,CHN2122,No
C2123,CHN2123,No
C2124,CHN2124,No
C2125,CHN2125,Yes
C2126,CHN2126,No
C2127,CHN2127,No
C2128,CHN2128,Yes
C2129,CHN2129,No
C2130,CHN2130,Yes
C2131,CHN2131,Yes
C2132,CHN2132,No
C2133,CHN2133,No
C2134,CHN2134,Yes
C2135,CHN2135,No
C2136,CHN2136,No
C2137,CHN2137,No
C2138,CHN2138,No
C2139,CHN2139,No
C2140,CHN2140,No
C2141,CHN2141,Yes
C2142,CHN2142,No
C2143,CHN2143,No
C2144,CHN2144,No
C2145,CHN2145,No
C2146,CHN2146,No
C2147,CHN2147,No
C2148,CHN2148,No
C2149,CHN2149,No
C2150,CHN2150,No
C2151,CHN2151,No
C2152,CHN2152,No
C2153,CHN2153,No
C2154,CHN2154,No
C2155,CHN2155,No
C2156,CHN2156,Yes
C2157,CHN2157,Yes
C2158,CHN2158,No
C2159,CHN2159,No
C2160,CHN2160,No
C2161,CHN2161,No
C2162,CHN2162,Yes
C2163,CHN2163,No
C2164,CHN2164,Yes
C2165,CHN2165,No
C2166,CHN2166,No
C2167,CHN2167,No
C2168,CHN2168,Yes
C2169,CHN2169,Yes
C2170,CHN2170,No
C2171,CHN2171,No
C2172,CHN2172,No
C2173,CHN2173,No
C2174,CHN2174,No
C2175,CHN2175,No
C2176,CHN2176,Yes
C2177,CHN2177,No
C2178,CHN2178,No
C2179,CHN2179,No
C2180,CHN2180,No
C2181,CHN2181,No
C2182,CHN2182,No
C2183,CHN2183,No
C2184,CHN2184,No
C2185,CHN2185,Yes
C2186,CHN2186,Yes
C2187,CHN2187,No
C2188,CHN2188,No
C2189,CHN2189,No
C2190,CHN2190,No
C2191,CHN2191,No
C2192,CHN2192,Yes
C2193,CHN2193,No
C2194,CHN2194,No
C2195,CHN2195,Yes
C2196,CHN2196,No
C2197,CHN2197,No
C2198,CHN2198,No
C2199,CHN2199,No
C2200,CHN2200,No
C2201,CHN2201,No
C2202,CHN2202,No
C2203,CHN2203,Yes
C2204,CHN2204,No
C2205,CHN2205,Yes
C2206,CHN2206,No
C2207,CHN2207,Yes
C2208,CHN2208,Yes
C2209,CHN2209,Yes
C2210,CHN2210,No
C2211,CHN2211,No
C2212,CHN2212,No
C2213,CHN2213,No
C2214,CHN2214,No
C2215,CHN2215,Yes
C2216,CHN2216,No
C2217,CHN2217,No
C2218,CHN2218,No
C2219,CHN2219,No
C2220,CHN2220,No
C2221,CHN2221,No
C2222,CHN2222,No
C2223,CHN2223,No
C2224,CHN2224,Yes
C2225,CHN2225,Yes
C2226,CHN2226,No
C2227,CHN2227,No
C2228,CHN2228,No
C2229,CHN2229,No
C2230,CHN2230,No
C2231,CHN2231,No
C2232,CHN2232,Yes
C2233,CHN2233,No
C2234,CHN2234,No
C2235,CHN2235,No
C2236,CHN2236,No
C2237,CHN2237,No
C2238,CHN2238,No
C2239,CHN2239,No
C2240,CHN2240,No
C2241,CHN2241,No
C2242,CHN2242,No
C2243,CHN2243,No
C2244,CHN2244,No
C2245,CHN2245,Yes
C2246,CHN2246,No
C2247,CHN2247,Yes
C2248,CHN2248,No
C2249,CHN2249,No
C2250,CHN2250,No
C2251,CHN2251,No
C2252,CHN2252,No
C2253,CHN2253,No
C2254,CHN2254,No
C2255,CHN2255,No
C2256,CHN2256,No
C2257,CHN2257,No
C2258,CHN2258,No
C2259,CHN2259,No
C2260,CHN2260,No
C2261,CHN2261,Yes
C2262,CHN2262,No
C2263,CHN2263,Yes
C2264,CHN2264,Yes
C2265,CHN2265,No
C2266,CHN2266,Yes
C2267,CHN2267,No
C2268,CHN2268,No
C2269,CHN2269,No
C2270,CHN2270,Yes
C2271,CHN2271,Yes
C2272,CHN2272,No
C2273,CHN2273,No
C2274,CHN2274,No
C2275,CHN2275,Yes
C2276,CHN2276,Yes
C2277,CHN2277,No
C2278,CHN2278,Yes
C2279,CHN2279,No
C2280,CHN2280,No
C2281,CHN2281,No
C2282,CHN2282,Yes
C2283,CHN2283,Yes
C2284,CHN2284,Yes
C2285,CHN2285,No
C2286,CHN2286,Yes
C2287,CHN2287,No
C2288,CHN2288,Yes
C2289,CHN2289,No
C2290,CHN2290,No
C2291,CHN2291,Yes
C2292,CHN2292,Yes
C2293,CHN2293,No
C2294,CHN2294,No
C2295,CHN2295,Yes
C2296,CHN2296,Yes
C2297,CHN2297,No
C2298,CHN2298,Yes
C2299,CHN2299,No
C2300,CHN2300,No
C2301,CHN2301,Yes
C2302,CHN2302,No
C2303,CHN2303,No
C2304,CHN2304,Yes
C2305,CHN2305,No
C2306,CHN2306,No
C2307,CHN2307,No
C2308,CHN2308,No
C2309,CHN2309,No
