CustomerID,Contract_ID,Billing_ID,Subscription_ID,Churn_ID,MonthlyCharges,TotalCharges,Churn
C1198,CONT1198,BILL1198,SUB1198,CHN1198,19.45,340.85,No
C1199,CONT1199,BILL1199,SUB1199,CHN1199,20.75,844.45,No
C1200,CONT1200,BILL1200,SUB1200,CHN1200,78.9,1348.95,No
C1201,CONT1201,BILL1201,SUB1201,CHN1201,104.5,3778,No
C1202,CONT1202,BILL1202,SUB1202,CHN1202,49.4,611.65,No
C1203,CONT1203,BILL1203,SUB1203,CHN1203,94.25,4867.95,Yes
C1204,CONT1204,BILL1204,SUB1204,CHN1204,25,1505.05,No
C1205,CONT1205,BILL1205,SUB1205,CHN1205,25.55,467.85,No
C1206,CONT1206,BILL1206,SUB1206,CHN1206,74.9,74.9,Yes
C1207,CONT1207,BILL1207,SUB1207,CHN1207,70.15,194.2,No
C1208,CONT1208,BILL1208,SUB1208,CHN1208,69.4,571.45,No
C1209,CONT1209,BILL1209,SUB1209,CHN1209,80.25,80.25,Yes
C1210,CONT1210,BILL1210,SUB1210,CHN1210,93.15,5253.95,No
C1211,CONT1211,BILL1211,SUB1211,CHN1211,69,1149.65,Yes
C1212,CONT1212,BILL1212,SUB1212,CHN1212,66.35,740.8,Yes
C1213,CONT1213,BILL1213,SUB1213,CHN1213,69.55,521.35,No
C1214,CONT1214,BILL1214,SUB1214,CHN1214,20.2,1412.65,No
C1215,CONT1215,BILL1215,SUB1215,CHN1215,86,1532.45,Yes
C1216,CONT1216,BILL1216,SUB1216,CHN1216,80.3,250.05,Yes
C1217,CONT1217,BILL1217,SUB1217,CHN1217,20.4,1090.6,No
C1218,CONT1218,BILL1218,SUB1218,CHN1218,23.75,1446.8,No
C1219,CONT1219,BILL1219,SUB1219,CHN1219,90.55,2282.55,Yes
C1220,CONT1220,BILL1220,SUB1220,CHN1220,70.45,4300.45,No
C1221,CONT1221,BILL1221,SUB1221,CHN1221,65.75,1111.2,No
C1222,CONT1222,BILL1222,SUB1222,CHN1222,24.6,190.1,No
C1223,CONT1223,BILL1223,SUB1223,CHN1223,69.25,4447.75,No
C1224,CONT1224,BILL1224,SUB1224,CHN1224,75.9,143.35,Yes
C1225,CONT1225,BILL1225,SUB1225,CHN1225,45.85,45.85,Yes
C1226,CONT1226,BILL1226,SUB1226,CHN1226,49.95,810.2,Yes
C1227,CONT1227,BILL1227,SUB1227,CHN1227,24.65,1830.05,No
C1228,CONT1228,BILL1228,SUB1228,CHN1228,90.4,2820.65,No
C1229,CONT1229,BILL1229,SUB1229,CHN1229,100.85,4847.35,No
C1230,CONT1230,BILL1230,SUB1230,CHN1230,75.35,4729.3,No
C1231,CONT1231,BILL1231,SUB1231,CHN1231,87.2,4017.45,No
C1232,CONT1232,BILL1232,SUB1232,CHN1232,64.4,1398.6,No
C1233,CONT1233,BILL1233,SUB1233,CHN1233,78.3,2564.3,Yes
C1234,CONT1234,BILL1234,SUB1234,CHN1234,24.7,1685.9,No
C1235,CONT1235,BILL1235,SUB1235,CHN1235,105.85,5826.65,No
C1236,CONT1236,BILL1236,SUB1236,CHN1236,98.3,6066.55,No
C1237,CONT1237,BILL1237,SUB1237,CHN1237,76.95,228.4,Yes
C1238,CONT1238,BILL1238,SUB1238,CHN1238,19.45,270.2,No
C1239,CONT1239,BILL1239,SUB1239,CHN1239,96.15,1529.2,Yes
C1240,CONT1240,BILL1240,SUB1240,CHN1240,58.7,168.6,No
C1241,CONT1241,BILL1241,SUB1241,CHN1241,20.15,536.35,No
C1242,CONT1242,BILL1242,SUB1242,CHN1242,64.5,1888.45,No
C1243,CONT1243,BILL1243,SUB1243,CHN1243,28.5,629.35,No
C1244,CONT1244,BILL1244,SUB1244,CHN1244,45.3,45.3,Yes
C1245,CONT1245,BILL1245,SUB1245,CHN1245,19.4,289.3,Yes
C1246,CONT1246,BILL1246,SUB1246,CHN1246,90.45,2117.25,No
C1247,CONT1247,BILL1247,SUB1247,CHN1247,105.15,4730.9,No
C1248,CONT1248,BILL1248,SUB1248,CHN1248,83.15,2033.05,No
C1249,CONT1249,BILL1249,SUB1249,CHN1249,90.15,987.95,Yes
C1250,CONT1250,BILL1250,SUB1250,CHN1250,45.05,45.05,Yes
C1251,CONT1251,BILL1251,SUB1251,CHN1251,103.2,5744.35,No
C1252,CONT1252,BILL1252,SUB1252,CHN1252,75.8,75.8,Yes
C1253,CONT1253,BILL1253,SUB1253,CHN1253,19.45,19.45,No
C1254,CONT1254,BILL1254,SUB1254,CHN1254,79.3,523.15,Yes
C1255,CONT1255,BILL1255,SUB1255,CHN1255,88.8,4805.3,No
C1256,CONT1256,BILL1256,SUB1256,CHN1256,30.9,59.05,Yes
C1257,CONT1257,BILL1257,SUB1257,CHN1257,85.9,6110.75,No
C1258,CONT1258,BILL1258,SUB1258,CHN1258,34.2,1596.6,No
C1259,CONT1259,BILL1259,SUB1259,CHN1259,20.15,1046.2,No
C1260,CONT1260,BILL1260,SUB1260,CHN1260,95.25,4424.2,Yes
C1261,CONT1261,BILL1261,SUB1261,CHN1261,50.3,92.75,No
C1262,CONT1262,BILL1262,SUB1262,CHN1262,80.15,194.55,No
C1263,CONT1263,BILL1263,SUB1263,CHN1263,51.25,612.1,No
C1264,CONT1264,BILL1264,SUB1264,CHN1264,89.6,6127.6,Yes
C1265,CONT1265,BILL1265,SUB1265,CHN1265,95.2,6671.7,No
C1266,CONT1266,BILL1266,SUB1266,CHN1266,94.8,5264.3,No
C1267,CONT1267,BILL1267,SUB1267,CHN1267,80.25,303.7,No
C1268,CONT1268,BILL1268,SUB1268,CHN1268,76.1,4818.8,No
C1269,CONT1269,BILL1269,SUB1269,CHN1269,110.15,6448.05,Yes
C1270,CONT1270,BILL1270,SUB1270,CHN1270,115.55,7159.05,No
C1271,CONT1271,BILL1271,SUB1271,CHN1271,24.65,1574.5,No
C1272,CONT1272,BILL1272,SUB1272,CHN1272,53.6,2879.2,No
C1273,CONT1273,BILL1273,SUB1273,CHN1273,19.45,86.05,No
C1274,CONT1274,BILL1274,SUB1274,CHN1274,88.2,4159.45,No
C1275,CONT1275,BILL1275,SUB1275,CHN1275,101.15,6638.35,No
C1276,CONT1276,BILL1276,SUB1276,CHN1276,56.8,3112.05,No
C1277,CONT1277,BILL1277,SUB1277,CHN1277,99.4,7168.25,No
C1278,CONT1278,BILL1278,SUB1278,CHN1278,20.1,1326.25,No
C1279,CONT1279,BILL1279,SUB1279,CHN1279,60.7,2234.55,No
C1280,CONT1280,BILL1280,SUB1280,CHN1280,20.95,495.15,No
C1281,CONT1281,BILL1281,SUB1281,CHN1281,114.85,8317.95,No
C1282,CONT1282,BILL1282,SUB1282,CHN1282,19.25,679.8,No
C1283,CONT1283,BILL1283,SUB1283,CHN1283,62.8,62.8,No
C1284,CONT1284,BILL1284,SUB1284,CHN1284,105.5,7544,No
C1285,CONT1285,BILL1285,SUB1285,CHN1285,19.85,1188.25,No
C1286,CONT1286,BILL1286,SUB1286,CHN1286,89.5,676.7,Yes
C1287,CONT1287,BILL1287,SUB1287,CHN1287,74.1,74.1,No
C1288,CONT1288,BILL1288,SUB1288,CHN1288,107.5,3242.5,No
C1289,CONT1289,BILL1289,SUB1289,CHN1289,19.55,1240.15,No
C1290,CONT1290,BILL1290,SUB1290,CHN1290,68.8,4111.35,No
C1291,CONT1291,BILL1291,SUB1291,CHN1291,84.45,5899.85,No
C1292,CONT1292,BILL1292,SUB1292,CHN1292,75,632.95,Yes
C1293,CONT1293,BILL1293,SUB1293,CHN1293,84.5,5193.2,No
C1294,CONT1294,BILL1294,SUB1294,CHN1294,111.2,7530.8,No
C1295,CONT1295,BILL1295,SUB1295,CHN1295,44.75,270.95,Yes
C1296,CONT1296,BILL1296,SUB1296,CHN1296,80.6,5460.2,No
C1297,CONT1297,BILL1297,SUB1297,CHN1297,80.7,1614.2,No
C1298,CONT1298,BILL1298,SUB1298,CHN1298,75.6,402.5,No
C1299,CONT1299,BILL1299,SUB1299,CHN1299,57.6,1367.75,No
C1300,CONT1300,BILL1300,SUB1300,CHN1300,44.05,483.7,Yes
C1301,CONT1301,BILL1301,SUB1301,CHN1301,110.6,7962.2,No
C1302,CONT1302,BILL1302,SUB1302,CHN1302,58.2,3810.8,No
C1303,CONT1303,BILL1303,SUB1303,CHN1303,81,3533.6,No
C1304,CONT1304,BILL1304,SUB1304,CHN1304,19.7,1396.9,No
C1305,CONT1305,BILL1305,SUB1305,CHN1305,85.6,1345.55,Yes
C1306,CONT1306,BILL1306,SUB1306,CHN1306,59.55,1646.45,No
C1307,CONT1307,BILL1307,SUB1307,CHN1307,115.55,8127.6,Yes
C1308,CONT1308,BILL1308,SUB1308,CHN1308,75.55,2680.15,No
C1309,CONT1309,BILL1309,SUB1309,CHN1309,86.6,1281,Yes
C1310,CONT1310,BILL1310,SUB1310,CHN1310,85.2,1553.9,Yes
C1311,CONT1311,BILL1311,SUB1311,CHN1311,97.65,3207.55,Yes
C1312,CONT1312,BILL1312,SUB1312,CHN1312,45.1,2049.05,No
C1313,CONT1313,BILL1313,SUB1313,CHN1313,70.95,3629.2,No
C1314,CONT1314,BILL1314,SUB1314,CHN1314,109.55,5124.55,Yes
C1315,CONT1315,BILL1315,SUB1315,CHN1315,89.55,3474.45,Yes
C1316,CONT1316,BILL1316,SUB1316,CHN1316,20.9,202.3,No
C1317,CONT1317,BILL1317,SUB1317,CHN1317,19.95,147.5,No
C1318,CONT1318,BILL1318,SUB1318,CHN1318,24.6,86.35,No
C1319,CONT1319,BILL1319,SUB1319,CHN1319,66.7,579,No
C1320,CONT1320,BILL1320,SUB1320,CHN1320,19.45,19.45,Yes
C1321,CONT1321,BILL1321,SUB1321,CHN1321,94.8,3131.55,No
C1322,CONT1322,BILL1322,SUB1322,CHN1322,65.85,3928.3,No
C1323,CONT1323,BILL1323,SUB1323,CHN1323,19.95,187.75,No
C1324,CONT1324,BILL1324,SUB1324,CHN1324,24.65,1710.15,No
C1325,CONT1325,BILL1325,SUB1325,CHN1325,20.35,76.35,Yes
C1326,CONT1326,BILL1326,SUB1326,CHN1326,69.25,69.25,Yes
C1327,CONT1327,BILL1327,SUB1327,CHN1327,51.25,2151.6,No
C1328,CONT1328,BILL1328,SUB1328,CHN1328,99.5,5961.1,Yes
C1329,CONT1329,BILL1329,SUB1329,CHN1329,54.25,1221.55,No
C1330,CONT1330,BILL1330,SUB1330,CHN1330,19.4,1496.45,No
C1331,CONT1331,BILL1331,SUB1331,CHN1331,56.25,1292.2,No
C1332,CONT1332,BILL1332,SUB1332,CHN1332,25.15,25.15,No
C1333,CONT1333,BILL1333,SUB1333,CHN1333,23.95,1713.1,No
C1334,CONT1334,BILL1334,SUB1334,CHN1334,35.4,1748.9,No
C1335,CONT1335,BILL1335,SUB1335,CHN1335,25.2,25.2,Yes
C1336,CONT1336,BILL1336,SUB1336,CHN1336,45,96.45,Yes
C1337,CONT1337,BILL1337,SUB1337,CHN1337,75.35,1114.55,No
C1338,CONT1338,BILL1338,SUB1338,CHN1338,20.4,609.1,No
C1339,CONT1339,BILL1339,SUB1339,CHN1339,20.15,20.15,Yes
C1340,CONT1340,BILL1340,SUB1340,CHN1340,105,7133.25,Yes
C1341,CONT1341,BILL1341,SUB1341,CHN1341,56.05,456.5,No
C1342,CONT1342,BILL1342,SUB1342,CHN1342,54.7,169.45,Yes
C1343,CONT1343,BILL1343,SUB1343,CHN1343,20,141.6,No
C1344,CONT1344,BILL1344,SUB1344,CHN1344,73.05,4688.65,No
C1345,CONT1345,BILL1345,SUB1345,CHN1345,20.5,563.05,No
C1346,CONT1346,BILL1346,SUB1346,CHN1346,100.75,5985,No
C1347,CONT1347,BILL1347,SUB1347,CHN1347,87.25,1258.6,Yes
C1348,CONT1348,BILL1348,SUB1348,CHN1348,19.95,373.5,No
C1349,CONT1349,BILL1349,SUB1349,CHN1349,79.95,857.2,Yes
C1350,CONT1350,BILL1350,SUB1350,CHN1350,49.65,2553.35,No
C1351,CONT1351,BILL1351,SUB1351,CHN1351,65.65,4322.85,No
C1352,CONT1352,BILL1352,SUB1352,CHN1352,20.45,250.8,No
C1353,CONT1353,BILL1353,SUB1353,CHN1353,60.95,4549.05,No
C1354,CONT1354,BILL1354,SUB1354,CHN1354,20.35,1359.5,No
C1355,CONT1355,BILL1355,SUB1355,CHN1355,88.35,1639.3,Yes
C1356,CONT1356,BILL1356,SUB1356,CHN1356,19.5,178.85,No
C1357,CONT1357,BILL1357,SUB1357,CHN1357,75.2,633.85,No
C1358,CONT1358,BILL1358,SUB1358,CHN1358,111.45,5315.1,No
C1359,CONT1359,BILL1359,SUB1359,CHN1359,70.15,735.5,No
C1360,CONT1360,BILL1360,SUB1360,CHN1360,94.75,889.9,Yes
C1361,CONT1361,BILL1361,SUB1361,CHN1361,95.05,1290,Yes
C1362,CONT1362,BILL1362,SUB1362,CHN1362,78.45,330.05,Yes
C1363,CONT1363,BILL1363,SUB1363,CHN1363,70.2,237.95,Yes
C1364,CONT1364,BILL1364,SUB1364,CHN1364,92,6474.4,No
C1365,CONT1365,BILL1365,SUB1365,CHN1365,85.5,4421.95,No
C1366,CONT1366,BILL1366,SUB1366,CHN1366,41.05,2452.7,Yes
C1367,CONT1367,BILL1367,SUB1367,CHN1367,85.6,813.85,Yes
C1368,CONT1368,BILL1368,SUB1368,CHN1368,82.15,4904.85,No
C1369,CONT1369,BILL1369,SUB1369,CHN1369,84.4,4484.05,No
C1370,CONT1370,BILL1370,SUB1370,CHN1370,60.9,2033.85,No
C1371,CONT1371,BILL1371,SUB1371,CHN1371,20.25,538.2,No
C1372,CONT1372,BILL1372,SUB1372,CHN1372,79.2,79.2,Yes
C1373,CONT1373,BILL1373,SUB1373,CHN1373,95.3,2192.9,No
C1374,CONT1374,BILL1374,SUB1374,CHN1374,19.85,19.85,No
C1375,CONT1375,BILL1375,SUB1375,CHN1375,84.35,3858.05,No
C1376,CONT1376,BILL1376,SUB1376,CHN1376,19.85,854.8,No
C1377,CONT1377,BILL1377,SUB1377,CHN1377,70,347.4,Yes
C1378,CONT1378,BILL1378,SUB1378,CHN1378,82.3,5815.15,No
C1379,CONT1379,BILL1379,SUB1379,CHN1379,66.8,3970.4,No
C1380,CONT1380,BILL1380,SUB1380,CHN1380,44.6,3058.15,No
C1381,CONT1381,BILL1381,SUB1381,CHN1381,98.45,6145.2,No
C1382,CONT1382,BILL1382,SUB1382,CHN1382,70.7,129.2,No
C1383,CONT1383,BILL1383,SUB1383,CHN1383,24.95,1165.9,No
C1384,CONT1384,BILL1384,SUB1384,CHN1384,49.95,49.95,Yes
C1385,CONT1385,BILL1385,SUB1385,CHN1385,69.25,1554,Yes
C1386,CONT1386,BILL1386,SUB1386,CHN1386,102.5,4904.25,No
C1387,CONT1387,BILL1387,SUB1387,CHN1387,86.55,5632.55,No
C1388,CONT1388,BILL1388,SUB1388,CHN1388,24.3,1643.25,No
C1389,CONT1389,BILL1389,SUB1389,CHN1389,58.35,740.55,No
C1390,CONT1390,BILL1390,SUB1390,CHN1390,94.25,3217.55,Yes
C1391,CONT1391,BILL1391,SUB1391,CHN1391,68.75,4888.2,No
C1392,CONT1392,BILL1392,SUB1392,CHN1392,85.8,2440.25,No
C1393,CONT1393,BILL1393,SUB1393,CHN1393,20.1,620.55,No
C1394,CONT1394,BILL1394,SUB1394,CHN1394,20.35,20.35,No
C1395,CONT1395,BILL1395,SUB1395,CHN1395,110.8,6840.95,No
C1396,CONT1396,BILL1396,SUB1396,CHN1396,73,3001.2,Yes
C1397,CONT1397,BILL1397,SUB1397,CHN1397,100.05,6254.2,Yes
C1398,CONT1398,BILL1398,SUB1398,CHN1398,82.85,319.6,No
C1399,CONT1399,BILL1399,SUB1399,CHN1399,84.35,1938.05,No
C1400,CONT1400,BILL1400,SUB1400,CHN1400,19.55,294.5,No
C1401,CONT1401,BILL1401,SUB1401,CHN1401,19.95,58.3,No
C1402,CONT1402,BILL1402,SUB1402,CHN1402,99.8,442.85,Yes
C1403,CONT1403,BILL1403,SUB1403,CHN1403,35,553,Yes
C1404,CONT1404,BILL1404,SUB1404,CHN1404,66.25,546.45,No
C1405,CONT1405,BILL1405,SUB1405,CHN1405,23.3,797.1,No
C1406,CONT1406,BILL1406,SUB1406,CHN1406,76,76,Yes
C1407,CONT1407,BILL1407,SUB1407,CHN1407,25.3,1673.8,No
C1408,CONT1408,BILL1408,SUB1408,CHN1408,44.55,343.45,No
C1409,CONT1409,BILL1409,SUB1409,CHN1409,104.1,7412.25,No
C1410,CONT1410,BILL1410,SUB1410,CHN1410,92.55,4039,No
C1411,CONT1411,BILL1411,SUB1411,CHN1411,93.85,170.85,Yes
C1412,CONT1412,BILL1412,SUB1412,CHN1412,101.45,2948.6,No
C1413,CONT1413,BILL1413,SUB1413,CHN1413,84.3,1308.4,Yes
C1414,CONT1414,BILL1414,SUB1414,CHN1414,94.55,6078.75,No
C1415,CONT1415,BILL1415,SUB1415,CHN1415,95.5,3418.2,No
C1416,CONT1416,BILL1416,SUB1416,CHN1416,100.3,6603.8,No
C1417,CONT1417,BILL1417,SUB1417,CHN1417,55.5,3166.9,No
C1418,CONT1418,BILL1418,SUB1418,CHN1418,49.85,865.75,No
C1419,CONT1419,BILL1419,SUB1419,CHN1419,89.55,6373.1,No
C1420,CONT1420,BILL1420,SUB1420,CHN1420,19.15,1177.05,No
C1421,CONT1421,BILL1421,SUB1421,CHN1421,99.8,5985.75,No
C1422,CONT1422,BILL1422,SUB1422,CHN1422,84.4,732.5,Yes
C1423,CONT1423,BILL1423,SUB1423,CHN1423,113.05,7869.05,No
C1424,CONT1424,BILL1424,SUB1424,CHN1424,101.1,1504.05,Yes
C1425,CONT1425,BILL1425,SUB1425,CHN1425,19.95,936.7,No
C1426,CONT1426,BILL1426,SUB1426,CHN1426,74.15,741.4,No
C1427,CONT1427,BILL1427,SUB1427,CHN1427,92,6585.2,No
C1428,CONT1428,BILL1428,SUB1428,CHN1428,73.85,3122.4,No
C1429,CONT1429,BILL1429,SUB1429,CHN1429,50.45,50.45,Yes
C1430,CONT1430,BILL1430,SUB1430,CHN1430,24.45,1088.25,No
C1431,CONT1431,BILL1431,SUB1431,CHN1431,24.8,615.35,No
C1432,CONT1432,BILL1432,SUB1432,CHN1432,64.85,2908.2,No
C1433,CONT1433,BILL1433,SUB1433,CHN1433,20.75,739.9,No
C1434,CONT1434,BILL1434,SUB1434,CHN1434,68.95,593.85,No
C1435,CONT1435,BILL1435,SUB1435,CHN1435,99.95,1132.75,Yes
C1436,CONT1436,BILL1436,SUB1436,CHN1436,109.4,7227.45,No
C1437,CONT1437,BILL1437,SUB1437,CHN1437,91.4,193.6,Yes
C1438,CONT1438,BILL1438,SUB1438,CHN1438,49,1291.35,No
C1439,CONT1439,BILL1439,SUB1439,CHN1439,50.25,2023.55,No
C1440,CONT1440,BILL1440,SUB1440,CHN1440,75.55,349.65,Yes
C1441,CONT1441,BILL1441,SUB1441,CHN1441,19.9,153.95,No
C1442,CONT1442,BILL1442,SUB1442,CHN1442,97.8,5458.8,No
C1443,CONT1443,BILL1443,SUB1443,CHN1443,100.3,5244.45,No
C1444,CONT1444,BILL1444,SUB1444,CHN1444,55.8,154.55,No
C1445,CONT1445,BILL1445,SUB1445,CHN1445,111.15,4507.15,No
C1446,CONT1446,BILL1446,SUB1446,CHN1446,98.55,2031.95,No
C1447,CONT1447,BILL1447,SUB1447,CHN1447,50.05,50.05,No
C1448,CONT1448,BILL1448,SUB1448,CHN1448,80.8,332.45,Yes
C1449,CONT1449,BILL1449,SUB1449,CHN1449,20.85,473.9,No
C1450,CONT1450,BILL1450,SUB1450,CHN1450,19.5,106.8,No
C1451,CONT1451,BILL1451,SUB1451,CHN1451,19.35,152.6,No
C1452,CONT1452,BILL1452,SUB1452,CHN1452,69.5,1199.4,No
C1453,CONT1453,BILL1453,SUB1453,CHN1453,48.8,2555.05,No
C1454,CONT1454,BILL1454,SUB1454,CHN1454,94.5,2979.2,No
C1455,CONT1455,BILL1455,SUB1455,CHN1455,20.65,654.85,No
C1456,CONT1456,BILL1456,SUB1456,CHN1456,106.05,3834.4,No
C1457,CONT1457,BILL1457,SUB1457,CHN1457,100,1534.75,Yes
C1458,CONT1458,BILL1458,SUB1458,CHN1458,108.3,4586.15,No
C1459,CONT1459,BILL1459,SUB1459,CHN1459,20.55,20.55,Yes
C1460,CONT1460,BILL1460,SUB1460,CHN1460,99.65,5941.05,No
C1461,CONT1461,BILL1461,SUB1461,CHN1461,85.3,424.15,Yes
C1462,CONT1462,BILL1462,SUB1462,CHN1462,95.9,2234.95,No
C1463,CONT1463,BILL1463,SUB1463,CHN1463,20,666.75,No
C1464,CONT1464,BILL1464,SUB1464,CHN1464,70.4,281,Yes
C1465,CONT1465,BILL1465,SUB1465,CHN1465,64.95,547.8,No
C1466,CONT1466,BILL1466,SUB1466,CHN1466,74.6,74.6,No
C1467,CONT1467,BILL1467,SUB1467,CHN1467,49.2,571.15,No
C1468,CONT1468,BILL1468,SUB1468,CHN1468,73.75,1756.6,No
C1469,CONT1469,BILL1469,SUB1469,CHN1469,92.3,5731.45,No
C1470,CONT1470,BILL1470,SUB1470,CHN1470,98.8,3475.55,Yes
C1471,CONT1471,BILL1471,SUB1471,CHN1471,19.2,156.85,No
C1472,CONT1472,BILL1472,SUB1472,CHN1472,88.65,2683.2,No
C1473,CONT1473,BILL1473,SUB1473,CHN1473,74.4,896.75,Yes
C1474,CONT1474,BILL1474,SUB1474,CHN1474,98.75,2407.3,Yes
C1475,CONT1475,BILL1475,SUB1475,CHN1475,95.95,4456.65,No
C1476,CONT1476,BILL1476,SUB1476,CHN1476,105.4,6998.95,No
C1477,CONT1477,BILL1477,SUB1477,CHN1477,20.25,36.8,No
C1478,CONT1478,BILL1478,SUB1478,CHN1478,106,6547.7,Yes
C1479,CONT1479,BILL1479,SUB1479,CHN1479,104.7,4346.4,Yes
C1480,CONT1480,BILL1480,SUB1480,CHN1480,49.05,2265,No
C1481,CONT1481,BILL1481,SUB1481,CHN1481,35.55,1309.15,No
C1482,CONT1482,BILL1482,SUB1482,CHN1482,65.1,4754.3,No
C1483,CONT1483,BILL1483,SUB1483,CHN1483,96.85,1235.55,No
C1484,CONT1484,BILL1484,SUB1484,CHN1484,69.75,3562.5,No
C1485,CONT1485,BILL1485,SUB1485,CHN1485,99.2,7213.75,No
C1486,CONT1486,BILL1486,SUB1486,CHN1486,96.7,2082.95,Yes
C1487,CONT1487,BILL1487,SUB1487,CHN1487,55.05,102.75,Yes
C1488,CONT1488,BILL1488,SUB1488,CHN1488,106.8,5914.4,No
C1489,CONT1489,BILL1489,SUB1489,CHN1489,51.25,51.25,No
C1490,CONT1490,BILL1490,SUB1490,CHN1490,57.75,1282.85,No
C1491,CONT1491,BILL1491,SUB1491,CHN1491,70.85,4738.85,No
C1492,CONT1492,BILL1492,SUB1492,CHN1492,19.55,19.55,No
C1493,CONT1493,BILL1493,SUB1493,CHN1493,88.2,1775.8,Yes
C1494,CONT1494,BILL1494,SUB1494,CHN1494,79.5,795.65,No
C1495,CONT1495,BILL1495,SUB1495,CHN1495,19.75,145,Yes
C1496,CONT1496,BILL1496,SUB1496,CHN1496,98.15,4993.4,No
C1497,CONT1497,BILL1497,SUB1497,CHN1497,20.25,61.45,No
C1498,CONT1498,BILL1498,SUB1498,CHN1498,79.15,4018.55,No
C1499,CONT1499,BILL1499,SUB1499,CHN1499,75.65,1146.65,Yes
C1500,CONT1500,BILL1500,SUB1500,CHN1500,94.25,6081.4,No
C1501,CONT1501,BILL1501,SUB1501,CHN1501,40.2,1478.85,No
C1502,CONT1502,BILL1502,SUB1502,CHN1502,19.95,243.65,No
C1503,CONT1503,BILL1503,SUB1503,CHN1503,55.35,2633.95,No
C1504,CONT1504,BILL1504,SUB1504,CHN1504,102.15,4735.35,No
C1505,CONT1505,BILL1505,SUB1505,CHN1505,71.1,1247.75,No
C1506,CONT1506,BILL1506,SUB1506,CHN1506,74.7,74.7,Yes
C1507,CONT1507,BILL1507,SUB1507,CHN1507,54.1,3794.5,No
C1508,CONT1508,BILL1508,SUB1508,CHN1508,19.65,1008.7,No
C1509,CONT1509,BILL1509,SUB1509,CHN1509,88.45,2130.55,No
C1510,CONT1510,BILL1510,SUB1510,CHN1510,76.65,1313.55,Yes
C1511,CONT1511,BILL1511,SUB1511,CHN1511,80.4,5727.15,No
C1512,CONT1512,BILL1512,SUB1512,CHN1512,19.25,1372.9,No
C1513,CONT1513,BILL1513,SUB1513,CHN1513,84.8,1203.9,No
C1514,CONT1514,BILL1514,SUB1514,CHN1514,25.8,25.8,Yes
C1515,CONT1515,BILL1515,SUB1515,CHN1515,19.5,1215.1,No
C1516,CONT1516,BILL1516,SUB1516,CHN1516,68.6,2877.05,No
C1517,CONT1517,BILL1517,SUB1517,CHN1517,92.6,1579.7,No
C1518,CONT1518,BILL1518,SUB1518,CHN1518,100.55,5514.95,No
C1519,CONT1519,BILL1519,SUB1519,CHN1519,20.55,96.1,No
C1520,CONT1520,BILL1520,SUB1520,CHN1520,42.6,72.4,Yes
C1521,CONT1521,BILL1521,SUB1521,CHN1521,19.6,55.25,No
C1522,CONT1522,BILL1522,SUB1522,CHN1522,67.45,2443.3,No
C1523,CONT1523,BILL1523,SUB1523,CHN1523,68.85,1970.5,Yes
C1524,CONT1524,BILL1524,SUB1524,CHN1524,43.55,335.4,No
C1525,CONT1525,BILL1525,SUB1525,CHN1525,109.85,7002.95,No
C1526,CONT1526,BILL1526,SUB1526,CHN1526,20.65,158.95,No
C1527,CONT1527,BILL1527,SUB1527,CHN1527,95.4,293.15,No
C1528,CONT1528,BILL1528,SUB1528,CHN1528,21,1493.75,No
C1529,CONT1529,BILL1529,SUB1529,CHN1529,56.2,1093.4,No
C1530,CONT1530,BILL1530,SUB1530,CHN1530,18.4,1057.85,No
C1531,CONT1531,BILL1531,SUB1531,CHN1531,90,190.05,Yes
C1532,CONT1532,BILL1532,SUB1532,CHN1532,25.75,882.55,No
C1533,CONT1533,BILL1533,SUB1533,CHN1533,19.6,300.4,No
C1534,CONT1534,BILL1534,SUB1534,CHN1534,75.35,1025.95,Yes
C1535,CONT1535,BILL1535,SUB1535,CHN1535,19.8,1436.95,No
C1536,CONT1536,BILL1536,SUB1536,CHN1536,64.2,475,No
C1537,CONT1537,BILL1537,SUB1537,CHN1537,75.75,5388.15,No
C1538,CONT1538,BILL1538,SUB1538,CHN1538,78.95,5730.15,No
C1539,CONT1539,BILL1539,SUB1539,CHN1539,100.85,819.55,Yes
C1540,CONT1540,BILL1540,SUB1540,CHN1540,50.3,217.1,No
C1541,CONT1541,BILL1541,SUB1541,CHN1541,80.3,4896.35,No
C1542,CONT1542,BILL1542,SUB1542,CHN1542,19.85,1434.1,No
C1543,CONT1543,BILL1543,SUB1543,CHN1543,21.1,937.1,No
C1544,CONT1544,BILL1544,SUB1544,CHN1544,69.95,330.15,Yes
C1545,CONT1545,BILL1545,SUB1545,CHN1545,50,1474.9,No
C1546,CONT1546,BILL1546,SUB1546,CHN1546,104.75,6536.5,No
C1547,CONT1547,BILL1547,SUB1547,CHN1547,19.85,1128.1,No
C1548,CONT1548,BILL1548,SUB1548,CHN1548,107.5,6873.75,Yes
C1549,CONT1549,BILL1549,SUB1549,CHN1549,85.9,2199.05,No
C1550,CONT1550,BILL1550,SUB1550,CHN1550,45.85,45.85,Yes
C1551,CONT1551,BILL1551,SUB1551,CHN1551,80.8,457.1,No
C1552,CONT1552,BILL1552,SUB1552,CHN1552,25.25,566.5,No
C1553,CONT1553,BILL1553,SUB1553,CHN1553,80.55,2471.6,No
C1554,CONT1554,BILL1554,SUB1554,CHN1554,81.5,3107.3,No
C1555,CONT1555,BILL1555,SUB1555,CHN1555,20.9,518.3,No
