CustomerID,gender,SeniorCitizen,Partner,Dependents,tenure
C0839,Male,0,No,No,36
C0840,Male,0,No,No,44
C0841,Female,1,No,No,55
C0842,Female,0,Yes,No,72
C0843,Female,0,Yes,Yes,12
C0844,Female,0,No,No,13
C0845,Male,0,No,No,1
C0846,Female,0,Yes,Yes,15
C0847,Female,0,No,No,65
C0848,Female,0,Yes,Yes,12
C0849,Male,0,Yes,No,72
C0850,Female,0,Yes,Yes,72
C0851,Female,0,Yes,Yes,72
C0852,Male,0,No,Yes,52
C0853,Male,0,No,No,2
C0854,Female,0,No,No,5
C0855,Female,0,No,No,68
C0856,Female,0,No,Yes,62
C0857,Male,0,No,No,72
C0858,Male,0,No,No,1
C0859,Female,0,Yes,No,66
C0860,Male,0,Yes,Yes,72
C0861,Male,0,No,No,26
C0862,Male,0,Yes,Yes,64
C0863,Male,1,Yes,No,20
C0864,Female,0,No,No,3
C0865,Male,0,No,No,22
C0866,Male,0,Yes,No,4
C0867,Male,0,Yes,No,62
C0868,Female,0,No,No,5
C0869,Male,0,Yes,No,59
C0870,Male,0,No,Yes,3
C0871,Female,0,Yes,No,72
C0872,Male,0,Yes,Yes,57
C0873,Male,0,No,Yes,66
C0874,Female,0,No,No,60
C0875,Male,0,No,Yes,45
C0876,Female,0,No,No,3
C0877,Female,0,No,No,15
C0878,Female,0,No,Yes,51
C0879,Female,0,No,No,60
C0880,Male,0,No,No,33
C0881,Male,0,No,No,10
C0882,Male,1,No,No,26
C0883,Female,0,No,No,6
C0884,Female,0,Yes,No,67
C0885,Female,0,Yes,Yes,49
C0886,Male,0,No,No,1
C0887,Female,1,No,No,7
C0888,Female,1,No,No,27
C0889,Male,0,Yes,Yes,37
C0890,Female,0,Yes,Yes,63
C0891,Male,0,Yes,Yes,31
C0892,Male,0,Yes,Yes,50
C0893,Male,1,No,No,32
C0894,Female,0,No,No,1
C0895,Female,0,Yes,No,63
C0896,Male,0,No,No,30
C0897,Male,0,Yes,No,71
C0898,Female,0,No,No,53
C0899,Female,0,No,No,12
C0900,Male,0,Yes,No,50
C0901,Female,0,No,No,2
C0902,Female,0,No,No,9
C0903,Male,0,No,No,17
C0904,Female,0,Yes,No,56
C0905,Male,0,Yes,Yes,67
C0906,Male,1,No,No,9
C0907,Male,0,No,No,4
C0908,Male,0,No,No,19
C0909,Female,0,No,Yes,8
C0910,Female,0,No,No,71
C0911,Male,1,No,No,10
C0912,Female,1,No,No,15
C0913,Male,0,Yes,Yes,72
C0914,Male,0,No,No,12
C0915,Male,0,Yes,Yes,72
C0916,Male,1,Yes,No,1
C0917,Female,1,No,No,23
C0918,Male,0,No,No,72
C0919,Female,0,No,No,26
C0920,Female,0,No,No,21
C0921,Male,0,Yes,No,60
C0922,Male,0,No,No,12
C0923,Male,0,Yes,No,16
C0924,Female,0,Yes,No,63
C0925,Female,1,No,No,22
C0926,Female,0,Yes,Yes,32
C0927,Female,1,No,No,3
C0928,Female,0,No,No,13
C0929,Female,0,Yes,Yes,68
C0930,Female,0,Yes,Yes,30
C0931,Female,0,No,No,16
C0932,Male,0,No,No,33
C0933,Male,0,Yes,No,72
C0934,Female,1,No,No,4
C0935,Female,0,No,No,12
C0936,Female,1,Yes,No,4
C0937,Female,0,Yes,Yes,0
C0938,Female,0,No,No,6
C0939,Female,0,Yes,No,65
C0940,Female,0,No,No,15
C0941,Female,0,No,Yes,24
C0942,Female,0,No,Yes,13
C0943,Male,0,No,No,24
C0944,Female,0,Yes,No,72
C0945,Female,0,Yes,Yes,54
C0946,Female,0,No,No,3
C0947,Male,0,Yes,Yes,4
C0948,Female,1,Yes,Yes,32
C0949,Male,1,No,No,35
C0950,Male,0,Yes,Yes,35
C0951,Male,1,No,No,2
C0952,Female,0,No,No,8
C0953,Male,0,No,No,22
C0954,Female,0,No,No,15
C0955,Male,0,No,No,22
C0956,Male,0,Yes,No,1
C0957,Female,0,Yes,Yes,71
C0958,Male,0,No,No,4
C0959,Male,0,No,No,25
C0960,Female,0,Yes,Yes,32
C0961,Male,1,Yes,No,7
C0962,Male,0,No,No,17
C0963,Male,1,Yes,No,8
C0964,Female,1,No,No,56
C0965,Male,0,No,No,1
C0966,Male,1,No,No,8
C0967,Male,0,No,No,7
C0968,Male,0,No,Yes,3
C0969,Female,0,No,No,71
C0970,Female,0,No,No,2
C0971,Female,0,No,No,1
C0972,Male,0,Yes,No,49
C0973,Male,0,No,No,58
C0974,Male,1,Yes,No,44
C0975,Female,0,Yes,Yes,59
C0976,Male,0,No,No,71
C0977,Male,0,No,No,1
C0978,Female,0,No,No,11
C0979,Male,1,Yes,No,62
C0980,Female,0,Yes,Yes,35
C0981,Female,0,No,No,20
C0982,Male,0,Yes,Yes,40
C0983,Female,0,No,No,39
C0984,Male,0,No,No,1
C0985,Female,0,Yes,Yes,72
C0986,Female,1,Yes,No,33
C0987,Female,0,No,No,12
C0988,Male,0,No,No,1
C0989,Male,0,No,Yes,27
C0990,Male,0,Yes,Yes,34
C0991,Female,0,Yes,No,56
C0992,Female,0,No,No,58
C0993,Female,0,Yes,Yes,22
C0994,Female,0,Yes,Yes,10
C0995,Male,0,No,No,13
C0996,Female,0,No,No,35
C0997,Female,0,No,No,34
C0998,Female,1,No,No,4
C0999,Male,0,Yes,No,72
C1000,Male,0,No,No,2
C1001,Female,0,No,No,7
C1002,Male,1,Yes,No,27
C1003,Male,0,Yes,Yes,4
C1004,Female,0,No,No,37
C1005,Male,0,No,No,21
C1006,Female,1,Yes,No,53
C1007,Female,0,No,No,18
C1008,Female,0,No,No,2
C1009,Male,0,Yes,Yes,32
C1010,Male,1,Yes,No,23
C1011,Male,0,No,No,3
C1012,Female,0,Yes,Yes,71
C1013,Male,0,No,No,9
C1014,Female,0,No,No,1
C1015,Male,0,Yes,Yes,18
C1016,Male,0,Yes,Yes,12
C1017,Male,0,Yes,No,71
C1018,Female,0,No,No,64
C1019,Male,0,No,No,4
C1020,Female,0,No,No,23
C1021,Female,0,Yes,Yes,39
C1022,Male,0,Yes,No,28
C1023,Female,1,No,No,5
C1024,Female,1,Yes,No,45
C1025,Male,0,No,No,37
C1026,Female,1,Yes,No,60
C1027,Male,1,No,No,8
C1028,Female,0,No,No,47
C1029,Male,0,Yes,Yes,26
C1030,Female,1,Yes,Yes,3
C1031,Female,0,Yes,Yes,50
C1032,Male,0,Yes,Yes,27
C1033,Female,1,No,No,8
C1034,Female,0,Yes,No,62
C1035,Female,0,Yes,No,71
C1036,Male,0,No,No,66
C1037,Male,0,Yes,Yes,68
C1038,Female,0,No,No,13
C1039,Male,0,Yes,No,56
C1040,Male,0,Yes,No,38
C1041,Male,1,No,No,14
C1042,Female,0,No,Yes,16
C1043,Female,0,Yes,Yes,14
C1044,Male,0,Yes,Yes,32
C1045,Female,0,No,No,8
C1046,Female,0,Yes,Yes,43
C1047,Female,0,No,No,52
C1048,Male,0,No,No,3
C1049,Male,0,No,No,29
C1050,Female,0,No,No,1
C1051,Male,1,No,No,12
C1052,Female,0,Yes,Yes,16
C1053,Female,0,No,No,40
C1054,Female,0,No,No,5
C1055,Male,0,Yes,No,40
C1056,Female,0,No,No,36
C1057,Female,0,No,No,5
C1058,Female,0,No,No,10
C1059,Male,0,Yes,Yes,2
C1060,Male,0,No,No,23
C1061,Male,0,Yes,Yes,26
C1062,Female,1,Yes,No,72
C1063,Female,0,Yes,No,34
C1064,Male,0,No,No,10
C1065,Female,0,No,No,14
C1066,Female,0,No,No,23
C1067,Male,0,Yes,No,47
C1068,Male,0,Yes,No,24
C1069,Male,0,Yes,No,49
C1070,Male,1,No,No,20
C1071,Female,0,No,No,2
C1072,Female,0,No,No,2
C1073,Male,0,No,No,22
C1074,Male,0,No,No,7
C1075,Male,0,No,No,1
C1076,Female,0,Yes,Yes,59
C1077,Female,0,Yes,Yes,58
C1078,Female,0,No,No,41
C1079,Female,1,No,No,59
C1080,Female,0,Yes,Yes,3
C1081,Male,0,No,No,32
C1082,Male,1,Yes,No,46
C1083,Male,0,Yes,Yes,0
C1084,Male,0,No,No,2
C1085,Female,0,Yes,Yes,52
C1086,Female,1,No,No,13
C1087,Female,1,No,No,11
C1088,Male,0,No,No,32
C1089,Male,1,Yes,No,17
C1090,Female,0,No,No,16
C1091,Female,0,No,No,51
C1092,Male,0,No,No,29
C1093,Male,0,Yes,No,70
C1094,Female,0,Yes,Yes,71
C1095,Male,0,Yes,Yes,41
C1096,Male,0,No,No,1
C1097,Female,0,Yes,No,7
C1098,Male,0,Yes,Yes,25
C1099,Male,0,Yes,Yes,67
C1100,Male,0,Yes,Yes,5
C1101,Male,0,No,Yes,15
C1102,Female,0,Yes,Yes,20
C1103,Male,0,Yes,Yes,3
C1104,Male,0,Yes,Yes,54
C1105,Male,0,No,No,42
C1106,Female,0,Yes,No,9
C1107,Female,0,No,No,63
C1108,Female,0,Yes,No,69
C1109,Female,0,No,No,69
C1110,Male,0,Yes,No,40
C1111,Male,0,No,No,60
C1112,Female,0,No,No,4
C1113,Female,1,No,No,71
C1114,Female,0,Yes,No,37
C1115,Male,0,Yes,No,32
C1116,Male,0,No,No,39
C1117,Female,0,No,No,38
C1118,Male,0,No,No,52
C1119,Female,0,Yes,Yes,48
C1120,Male,0,Yes,Yes,70
C1121,Male,0,No,No,20
C1122,Female,0,No,No,50
C1123,Female,0,No,No,19
C1124,Male,0,Yes,Yes,25
C1125,Male,0,No,No,12
C1126,Male,1,Yes,No,39
C1127,Male,0,No,No,7
C1128,Female,0,Yes,Yes,23
C1129,Male,0,No,No,27
C1130,Male,1,No,No,47
C1131,Male,0,Yes,Yes,26
C1132,Female,0,Yes,No,14
C1133,Female,1,Yes,No,11
C1134,Male,0,No,Yes,2
C1135,Female,0,Yes,Yes,26
C1136,Female,1,Yes,No,72
C1137,Female,0,Yes,Yes,63
C1138,Male,0,Yes,Yes,71
C1139,Male,0,Yes,Yes,11
C1140,Male,1,Yes,No,14
C1141,Female,0,No,Yes,13
C1142,Male,0,No,Yes,6
C1143,Male,1,Yes,Yes,11
C1144,Male,0,Yes,No,18
C1145,Male,0,No,No,1
C1146,Female,0,Yes,No,32
C1147,Male,0,No,No,29
C1148,Female,0,No,No,3
C1149,Female,0,No,No,2
C1150,Male,0,Yes,Yes,13
C1151,Female,0,No,No,41
C1152,Female,0,No,No,1
C1153,Male,0,No,No,7
C1154,Female,0,Yes,No,52
C1155,Female,0,Yes,Yes,45
C1156,Male,0,Yes,No,70
C1157,Female,0,No,No,53
C1158,Female,1,Yes,No,62
C1159,Female,0,Yes,No,60
C1160,Female,1,Yes,No,3
C1161,Female,1,Yes,No,23
C1162,Male,0,No,Yes,1
C1163,Female,0,No,No,67
C1164,Female,0,No,No,12
C1165,Female,1,Yes,No,71
C1166,Male,0,No,No,25
C1167,Female,0,No,No,5
C1168,Male,0,No,No,26
C1169,Male,0,Yes,Yes,1
C1170,Male,1,No,No,70
C1171,Male,0,Yes,Yes,72
C1172,Male,0,Yes,No,60
C1173,Female,1,Yes,Yes,32
C1174,Male,0,No,No,1
C1175,Female,0,No,No,14
C1176,Female,0,No,No,13
C1177,Female,0,No,No,6
C1178,Female,0,No,No,46
C1179,Male,0,No,No,15
C1180,Male,1,Yes,No,43
C1181,Male,0,No,No,39
C1182,Male,1,No,No,21
C1183,Male,0,No,No,57
C1184,Female,0,Yes,No,53
C1185,Male,0,Yes,Yes,18
C1186,Female,0,No,No,1
C1187,Female,0,Yes,No,58
C1188,Female,1,No,No,71
C1189,Female,0,No,No,35
C1190,Male,0,No,No,3
C1191,Male,0,No,No,38
C1192,Male,0,Yes,Yes,35
C1193,Male,0,No,No,7
C1194,Female,0,No,No,47
C1195,Female,0,No,No,14
C1196,Female,1,Yes,No,20
C1197,Male,0,Yes,No,66
C1198,Male,0,Yes,No,15
C1199,Female,0,No,No,42
C1200,Female,0,Yes,No,17
C1201,Male,0,No,No,37
C1202,Female,0,No,No,12
C1203,Male,0,Yes,No,53
C1204,Female,0,No,No,60
C1205,Male,0,Yes,Yes,18
C1206,Male,0,No,No,1
C1207,Female,0,No,No,3
C1208,Female,0,No,Yes,9
C1209,Female,0,No,No,1
C1210,Male,0,Yes,No,56
C1211,Male,0,Yes,Yes,17
C1212,Female,0,Yes,Yes,11
C1213,Male,0,No,No,7
C1214,Female,0,Yes,Yes,69
C1215,Male,0,No,No,19
C1216,Female,0,Yes,Yes,3
C1217,Male,0,Yes,Yes,54
C1218,Male,0,Yes,No,62
C1219,Male,0,No,No,24
C1220,Female,0,Yes,Yes,62
C1221,Male,0,No,No,17
C1222,Male,0,No,No,9
C1223,Male,0,Yes,Yes,64
C1224,Female,0,No,No,2
C1225,Male,0,Yes,Yes,1
C1226,Female,0,Yes,No,16
C1227,Female,0,Yes,No,72
C1228,Male,0,No,No,30
C1229,Female,0,Yes,No,49
C1230,Male,0,Yes,No,61
C1231,Male,0,Yes,Yes,47
C1232,Male,0,No,No,20
C1233,Male,0,Yes,Yes,34
C1234,Female,0,Yes,Yes,70
C1235,Male,0,No,Yes,54
C1236,Male,1,Yes,No,61
C1237,Male,0,No,No,3
C1238,Male,0,No,No,13
C1239,Female,1,No,No,16
C1240,Female,0,Yes,Yes,3
C1241,Male,0,No,No,25
C1242,Male,0,No,No,30
C1243,Female,0,Yes,No,21
C1244,Male,0,No,No,1
C1245,Female,0,No,No,15
C1246,Male,1,Yes,No,23
C1247,Female,0,Yes,Yes,45
C1248,Female,0,Yes,Yes,24
C1249,Female,0,No,No,11
C1250,Male,0,No,No,1
C1251,Female,0,Yes,No,56
C1252,Female,0,No,No,1
C1253,Male,0,No,No,1
C1254,Female,0,No,No,7
C1255,Female,1,Yes,No,55
C1256,Female,0,No,No,2
C1257,Female,0,Yes,Yes,72
C1258,Female,1,No,No,45
C1259,Female,0,No,No,47
C1260,Female,1,No,No,46
C1261,Male,0,No,No,2
C1262,Female,0,Yes,No,2
C1263,Female,0,Yes,No,12
C1264,Female,1,Yes,No,68
C1265,Male,0,Yes,Yes,69
C1266,Male,1,No,Yes,56
C1267,Female,1,No,No,4
C1268,Male,0,Yes,No,64
C1269,Male,0,Yes,No,59
C1270,Male,0,Yes,Yes,62
C1271,Male,0,Yes,Yes,63
C1272,Female,0,No,No,53
C1273,Male,0,Yes,Yes,5
C1274,Male,1,Yes,No,49
C1275,Female,0,Yes,Yes,62
C1276,Female,0,Yes,No,55
C1277,Female,1,Yes,No,71
C1278,Female,0,Yes,Yes,72
C1279,Male,0,Yes,Yes,36
C1280,Male,0,Yes,No,25
C1281,Female,1,Yes,No,72
C1282,Female,0,No,No,36
C1283,Male,0,No,No,1
C1284,Female,0,Yes,No,72
C1285,Male,0,Yes,Yes,59
C1286,Male,1,Yes,No,7
C1287,Female,0,No,No,1
C1288,Female,0,Yes,Yes,30
C1289,Male,0,No,No,64
C1290,Male,0,No,No,63
C1291,Male,1,Yes,No,72
C1292,Male,0,Yes,No,8
C1293,Female,0,No,No,62
C1294,Male,0,Yes,Yes,67
C1295,Male,0,No,No,6
C1296,Female,0,Yes,Yes,70
C1297,Female,1,No,No,20
C1298,Female,0,No,No,5
C1299,Female,0,Yes,Yes,24
C1300,Female,0,Yes,No,11
C1301,Male,0,Yes,No,72
C1302,Female,0,Yes,Yes,66
C1303,Female,0,Yes,Yes,45
C1304,Female,0,Yes,Yes,69
C1305,Male,1,Yes,No,15
C1306,Female,0,No,No,28
C1307,Female,0,No,No,70
C1308,Female,0,No,No,36
C1309,Male,1,No,No,16
C1310,Female,0,No,No,18
C1311,Female,0,Yes,No,34
C1312,Male,0,Yes,Yes,42
C1313,Male,0,No,No,48
C1314,Male,0,Yes,No,47
C1315,Female,0,Yes,Yes,39
C1316,Female,0,Yes,Yes,11
C1317,Male,0,No,No,7
C1318,Female,0,No,No,3
C1319,Male,0,No,No,8
C1320,Male,0,No,Yes,1
C1321,Male,0,Yes,Yes,32
C1322,Male,0,Yes,Yes,60
C1323,Female,0,Yes,No,10
C1324,Female,0,Yes,No,71
C1325,Female,0,Yes,Yes,4
C1326,Female,1,No,No,1
C1327,Female,0,Yes,Yes,43
C1328,Male,0,Yes,No,59
C1329,Female,0,Yes,No,23
C1330,Female,0,Yes,No,72
C1331,Male,0,Yes,No,22
C1332,Female,0,No,No,1
C1333,Male,0,No,No,69
C1334,Male,0,No,No,50
C1335,Female,1,No,No,1
C1336,Male,0,No,No,2
C1337,Female,0,Yes,No,15
C1338,Male,0,No,No,31
C1339,Male,0,No,No,1
C1340,Male,0,Yes,No,66
C1341,Female,0,Yes,Yes,0
C1342,Male,0,No,Yes,3
C1343,Female,0,No,No,8
C1344,Male,0,Yes,Yes,64
C1345,Female,0,Yes,No,28
C1346,Female,0,Yes,No,57
C1347,Female,0,Yes,Yes,14
C1348,Male,0,No,No,19
C1349,Male,0,Yes,No,10
C1350,Female,0,Yes,No,51
C1351,Female,0,Yes,No,67
C1352,Male,0,Yes,Yes,11
C1353,Male,0,Yes,Yes,72
C1354,Male,0,Yes,Yes,66
C1355,Female,0,No,No,18
C1356,Female,0,No,No,9
C1357,Female,0,No,No,9
C1358,Male,0,Yes,No,48
C1359,Male,0,No,No,10
C1360,Female,0,No,No,9
C1361,Female,1,No,No,13
C1362,Male,0,No,No,4
C1363,Male,0,No,No,4
C1364,Female,0,Yes,No,72
C1365,Female,0,Yes,Yes,51
C1366,Male,0,Yes,No,59
C1367,Male,0,Yes,No,10
C1368,Male,1,Yes,No,61
C1369,Male,0,No,No,54
C1370,Female,0,No,No,33
C1371,Female,0,No,No,27
C1372,Female,1,No,No,1
C1373,Male,0,No,No,23
C1374,Male,0,No,Yes,1
C1375,Male,0,Yes,Yes,45
C1376,Female,0,Yes,Yes,39
C1377,Male,0,No,No,5
C1378,Male,0,Yes,Yes,72
C1379,Female,0,Yes,Yes,58
C1380,Female,0,No,No,70
C1381,Male,0,Yes,Yes,61
C1382,Male,0,No,No,2
C1383,Female,0,Yes,Yes,46
C1384,Female,0,No,No,1
C1385,Female,0,Yes,No,22
C1386,Female,0,No,No,48
C1387,Male,0,No,No,64
C1388,Male,0,Yes,Yes,72
C1389,Female,0,Yes,Yes,12
C1390,Female,1,Yes,No,34
C1391,Female,0,Yes,Yes,72
C1392,Male,0,Yes,No,29
C1393,Male,0,Yes,Yes,33
C1394,Female,0,No,No,1
C1395,Female,0,Yes,Yes,62
C1396,Male,0,Yes,No,41
C1397,Female,0,No,No,64
C1398,Female,0,No,No,4
C1399,Female,0,No,No,24
C1400,Female,0,Yes,Yes,14
C1401,Male,0,No,Yes,3
C1402,Female,1,No,No,4
C1403,Female,0,No,Yes,18
C1404,Male,0,No,No,8
C1405,Female,0,No,No,35
C1406,Female,0,No,No,1
C1407,Male,0,No,Yes,66
C1408,Male,0,No,Yes,8
C1409,Female,0,Yes,No,71
C1410,Female,0,Yes,Yes,43
C1411,Female,1,No,No,2
C1412,Male,1,No,No,29
C1413,Female,0,Yes,No,15
C1414,Male,0,Yes,Yes,65
C1415,Male,0,No,No,35
C1416,Male,0,No,No,64
C1417,Female,0,Yes,Yes,58
C1418,Female,1,No,No,18
C1419,Male,0,Yes,Yes,67
C1420,Male,0,Yes,Yes,63
C1421,Female,0,Yes,No,60
C1422,Male,1,No,No,9
C1423,Female,0,Yes,Yes,70
C1424,Male,0,Yes,No,15
C1425,Female,0,No,Yes,48
C1426,Male,0,Yes,No,12
C1427,Male,1,Yes,No,71
C1428,Male,1,No,No,44
C1429,Male,0,No,No,1
C1430,Male,0,Yes,Yes,45
C1431,Female,0,No,No,23
C1432,Female,0,Yes,No,43
C1433,Male,0,No,No,35
C1434,Male,0,Yes,No,9
C1435,Male,0,No,No,12
C1436,Female,1,Yes,No,65
C1437,Female,0,No,No,2
C1438,Male,0,No,No,27
C1439,Female,0,No,No,40
C1440,Female,1,No,No,5
C1441,Male,0,Yes,Yes,8
C1442,Female,1,Yes,No,58
C1443,Female,0,Yes,Yes,52
C1444,Male,0,Yes,No,3
C1445,Male,0,No,Yes,41
C1446,Male,0,No,No,20
C1447,Male,0,No,Yes,1
C1448,Male,0,No,Yes,4
C1449,Male,0,No,No,23
C1450,Female,1,No,No,6
C1451,Male,0,Yes,Yes,8
C1452,Male,0,No,No,18
C1453,Male,1,No,No,52
C1454,Male,0,No,No,31
C1455,Male,0,Yes,Yes,29
C1456,Female,0,Yes,No,36
C1457,Female,0,Yes,No,16
C1458,Male,0,Yes,No,42
C1459,Male,0,No,No,1
C1460,Female,0,No,No,60
C1461,Male,0,No,No,5
C1462,Male,0,Yes,No,22
C1463,Male,0,Yes,No,36
C1464,Female,0,No,No,4
C1465,Male,0,No,No,9
C1466,Male,0,Yes,Yes,1
C1467,Male,0,Yes,Yes,12
C1468,Female,0,No,No,23
C1469,Male,0,No,No,62
C1470,Male,0,No,No,37
C1471,Female,0,No,No,8
C1472,Male,0,Yes,No,31
C1473,Male,0,Yes,Yes,13
C1474,Female,0,No,No,24
C1475,Male,0,Yes,Yes,45
C1476,Female,1,Yes,No,69
C1477,Male,0,No,No,2
C1478,Male,0,Yes,Yes,61
C1479,Male,0,No,No,41
C1480,Female,0,No,No,44
C1481,Male,0,No,No,39
C1482,Male,0,Yes,Yes,72
C1483,Female,1,No,No,13
C1484,Female,0,Yes,Yes,51
C1485,Female,1,Yes,No,71
C1486,Male,1,No,No,22
C1487,Female,0,No,No,2
C1488,Female,0,No,No,56
C1489,Male,0,No,No,1
C1490,Female,0,Yes,Yes,23
C1491,Female,1,Yes,No,66
C1492,Female,0,No,No,1
C1493,Male,1,No,No,19
C1494,Male,0,No,No,11
C1495,Female,0,Yes,Yes,8
C1496,Female,0,Yes,Yes,52
C1497,Male,0,No,No,3
C1498,Female,0,Yes,Yes,51
C1499,Male,1,No,No,15
C1500,Male,1,Yes,No,64
C1501,Female,0,No,No,37
C1502,Male,0,No,No,13
C1503,Male,0,Yes,No,49
C1504,Female,1,No,No,45
C1505,Female,0,No,No,18
C1506,Male,1,No,No,1
C1507,Male,0,Yes,No,68
C1508,Male,0,No,No,54
C1509,Female,1,Yes,Yes,23
C1510,Male,0,No,No,17
C1511,Male,0,Yes,No,71
C1512,Female,0,Yes,Yes,67
C1513,Female,0,Yes,Yes,14
C1514,Female,1,No,No,1
C1515,Female,0,No,Yes,63
C1516,Female,0,No,No,41
C1517,Female,0,Yes,No,17
C1518,Male,0,Yes,No,56
C1519,Female,0,No,No,5
C1520,Female,0,No,No,2
C1521,Female,0,Yes,No,3
C1522,Male,0,No,No,37
C1523,Female,0,No,No,29
C1524,Male,0,No,No,8
C1525,Female,0,No,No,63
C1526,Female,0,Yes,Yes,7
C1527,Female,0,No,No,3
C1528,Male,0,Yes,Yes,72
C1529,Female,0,No,No,19
C1530,Female,0,Yes,No,59
C1531,Male,0,Yes,Yes,2
C1532,Female,0,Yes,Yes,35
C1533,Male,0,No,No,14
C1534,Female,0,No,No,14
C1535,Female,0,Yes,Yes,69
C1536,Male,1,Yes,No,7
C1537,Male,0,Yes,Yes,69
C1538,Female,0,Yes,Yes,72
C1539,Male,0,No,No,8
C1540,Female,0,Yes,Yes,4
C1541,Male,0,Yes,Yes,63
C1542,Male,0,No,No,72
C1543,Female,0,No,No,46
C1544,Female,0,Yes,No,5
C1545,Male,0,Yes,No,30
C1546,Male,0,No,No,63
C1547,Female,0,No,No,60
C1548,Female,0,Yes,No,63
C1549,Male,0,Yes,Yes,25
C1550,Male,0,No,No,1
C1551,Male,1,Yes,No,6
C1552,Male,0,No,No,22
C1553,Female,0,Yes,Yes,31
C1554,Female,0,Yes,Yes,39
C1555,Male,0,No,No,26
C1556,Female,0,Yes,No,53
C1557,Female,0,No,No,1
C1558,Male,0,No,No,12
C1559,Female,0,No,No,16
C1560,Female,0,No,No,2
C1561,Male,0,No,Yes,39
C1562,Male,0,No,No,1
C1563,Female,0,Yes,Yes,7
C1564,Male,1,No,No,4
C1565,Male,1,No,No,10
C1566,Female,0,No,No,55
C1567,Male,0,Yes,Yes,72
C1568,Female,0,Yes,No,10
C1569,Male,1,No,No,11
C1570,Female,0,Yes,Yes,15
C1571,Female,0,Yes,Yes,23
C1572,Male,0,No,Yes,1
C1573,Female,1,No,No,3
C1574,Male,0,Yes,Yes,47
C1575,Female,0,No,Yes,15
C1576,Male,0,No,No,66
C1577,Female,1,Yes,No,68
C1578,Female,0,Yes,Yes,17
C1579,Female,0,No,No,7
C1580,Male,1,Yes,No,12
C1581,Female,1,Yes,No,21
C1582,Male,0,No,No,21
C1583,Female,0,Yes,Yes,56
C1584,Female,0,Yes,Yes,6
C1585,Female,1,No,No,65
C1586,Male,0,Yes,No,42
C1587,Female,0,Yes,Yes,68
C1588,Male,0,Yes,Yes,48
C1589,Female,1,No,No,50
C1590,Female,1,No,No,7
C1591,Female,0,Yes,Yes,63
C1592,Male,0,No,No,17
C1593,Female,0,Yes,Yes,42
C1594,Male,0,Yes,Yes,4
C1595,Female,0,No,Yes,62
C1596,Male,1,No,No,2
C1597,Female,0,Yes,No,2
C1598,Male,0,Yes,No,48
C1599,Male,0,Yes,No,27
C1600,Female,0,Yes,Yes,70
C1601,Male,1,No,No,1
C1602,Male,0,Yes,No,46
C1603,Male,0,No,No,30
C1604,Female,0,No,No,15
C1605,Male,0,Yes,Yes,69
C1606,Male,0,No,No,65
C1607,Male,1,Yes,Yes,72
C1608,Male,1,Yes,No,13
C1609,Male,0,No,No,17
C1610,Male,0,Yes,No,51
C1611,Male,0,Yes,Yes,51
C1612,Female,0,Yes,No,72
C1613,Male,0,Yes,Yes,67
C1614,Male,0,No,No,34
C1615,Male,0,Yes,No,67
C1616,Female,0,Yes,No,49
C1617,Male,0,Yes,Yes,53
C1618,Male,0,No,No,27
C1619,Female,1,No,No,23
C1620,Male,0,No,No,69
C1621,Female,0,Yes,Yes,2
C1622,Female,0,No,No,35
C1623,Female,0,Yes,No,46
C1624,Female,0,No,No,54
C1625,Female,0,Yes,No,56
C1626,Female,0,Yes,No,9
C1627,Male,0,No,No,20
C1628,Male,0,No,No,11
C1629,Female,1,Yes,No,30
C1630,Male,0,Yes,No,68
C1631,Male,1,Yes,No,38
C1632,Female,1,Yes,No,17
C1633,Male,0,No,No,48
C1634,Female,0,No,No,1
C1635,Male,0,Yes,Yes,63
C1636,Female,0,No,No,3
C1637,Female,0,No,No,48
C1638,Male,0,No,No,66
C1639,Female,0,Yes,Yes,68
C1640,Male,1,No,No,17
C1641,Female,0,Yes,Yes,7
C1642,Male,0,Yes,No,72
C1643,Female,0,Yes,No,29
C1644,Male,0,Yes,No,37
C1645,Female,0,No,No,34
C1646,Female,1,No,No,42
C1647,Female,0,Yes,Yes,59
C1648,Male,0,Yes,Yes,11
C1649,Male,1,Yes,Yes,60
C1650,Female,0,No,No,27
C1651,Female,0,No,No,1
C1652,Male,1,No,No,1
C1653,Male,0,Yes,No,17
C1654,Male,0,Yes,No,58
C1655,Male,0,Yes,Yes,1
C1656,Female,0,Yes,Yes,3
C1657,Female,0,No,No,53
C1658,Male,0,No,No,35
C1659,Male,0,Yes,Yes,50
C1660,Male,0,Yes,Yes,68
C1661,Male,0,Yes,No,47
C1662,Female,1,Yes,No,65
C1663,Male,0,No,No,5
C1664,Male,0,Yes,No,51
C1665,Female,0,No,No,46
C1666,Female,0,No,No,9
C1667,Female,0,No,No,8
C1668,Male,0,No,No,14
C1669,Female,0,No,No,45
C1670,Female,0,No,No,8
C1671,Male,1,No,Yes,1
C1672,Male,0,Yes,Yes,66
C1673,Male,0,Yes,Yes,72
C1674,Female,0,Yes,No,41
C1675,Female,0,Yes,Yes,23
C1676,Female,0,No,No,29
C1677,Female,0,No,No,4
C1678,Male,0,Yes,Yes,6
C1679,Female,1,Yes,No,67
C1680,Male,1,No,Yes,7
C1681,Male,0,Yes,Yes,56
C1682,Female,0,Yes,No,72
