customerID,Subscription_ID,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies
C1132,SUB1132,Yes,Yes,DSL,Yes,No,No,No,Yes,No
C1133,SUB1133,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
C1134,SUB1134,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1135,SUB1135,Yes,No,Fiber optic,Yes,Yes,No,No,No,No
C1136,SUB1136,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
C1137,SUB1137,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1138,SUB1138,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1139,SUB1139,Yes,Yes,DSL,Yes,No,No,No,Yes,No
C1140,SUB1140,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1141,SUB1141,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
C1142,SUB1142,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1143,SUB1143,Yes,Yes,Fiber optic,No,No,No,No,No,No
C1144,SUB1144,Yes,Yes,DSL,No,Yes,No,No,No,No
C1145,SUB1145,No,No phone service,DSL,No,No,No,No,No,Yes
C1146,SUB1146,Yes,No,Fiber optic,Yes,No,No,No,No,No
C1147,SUB1147,No,No phone service,DSL,Yes,No,No,Yes,No,No
C1148,SUB1148,Yes,Yes,DSL,No,No,No,No,Yes,No
C1149,SUB1149,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
C1150,SUB1150,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes
C1151,SUB1151,No,No phone service,DSL,No,Yes,No,No,No,Yes
C1152,SUB1152,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1153,SUB1153,Yes,No,DSL,No,No,No,No,Yes,No
C1154,SUB1154,Yes,No,DSL,Yes,No,Yes,No,Yes,No
C1155,SUB1155,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1156,SUB1156,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No
C1157,SUB1157,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1158,SUB1158,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No
C1159,SUB1159,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes
C1160,SUB1160,Yes,No,Fiber optic,No,No,No,No,Yes,No
C1161,SUB1161,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes
C1162,SUB1162,No,No phone service,DSL,No,Yes,No,No,No,No
C1163,SUB1163,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes
C1164,SUB1164,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No
C1165,SUB1165,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes
C1166,SUB1166,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1167,SUB1167,Yes,Yes,DSL,Yes,No,No,No,No,No
C1168,SUB1168,Yes,Yes,DSL,No,No,No,No,No,No
C1169,SUB1169,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1170,SUB1170,No,No phone service,DSL,No,Yes,Yes,No,Yes,No
C1171,SUB1171,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
C1172,SUB1172,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes
C1173,SUB1173,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
C1174,SUB1174,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1175,SUB1175,Yes,Yes,DSL,No,Yes,No,No,No,No
C1176,SUB1176,Yes,Yes,Fiber optic,Yes,No,No,No,No,No
C1177,SUB1177,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
C1178,SUB1178,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes
C1179,SUB1179,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes
C1180,SUB1180,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No
C1181,SUB1181,Yes,No,DSL,No,No,No,Yes,No,No
C1182,SUB1182,Yes,No,DSL,No,No,Yes,No,Yes,No
C1183,SUB1183,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes
C1184,SUB1184,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes
C1185,SUB1185,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No
C1186,SUB1186,Yes,Yes,DSL,No,No,No,No,No,Yes
C1187,SUB1187,Yes,Yes,DSL,Yes,No,No,Yes,No,No
C1188,SUB1188,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
C1189,SUB1189,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes
C1190,SUB1190,Yes,No,Fiber optic,No,No,Yes,No,No,Yes
C1191,SUB1191,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes
C1192,SUB1192,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No
C1193,SUB1193,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No
C1194,SUB1194,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes
C1195,SUB1195,Yes,No,DSL,No,Yes,No,No,No,No
C1196,SUB1196,Yes,No,DSL,No,Yes,No,No,No,Yes
C1197,SUB1197,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes
C1198,SUB1198,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1199,SUB1199,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1200,SUB1200,Yes,Yes,Fiber optic,Yes,No,No,No,No,No
C1201,SUB1201,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes
C1202,SUB1202,Yes,No,DSL,No,Yes,No,No,No,No
C1203,SUB1203,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes
C1204,SUB1204,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1205,SUB1205,No,No phone service,DSL,No,No,No,No,No,No
C1206,SUB1206,Yes,Yes,Fiber optic,No,No,No,No,No,No
C1207,SUB1207,Yes,No,Fiber optic,No,No,No,No,No,No
C1208,SUB1208,Yes,No,DSL,No,No,No,Yes,Yes,Yes
C1209,SUB1209,Yes,No,Fiber optic,No,No,No,No,Yes,No
C1210,SUB1210,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No
C1211,SUB1211,Yes,No,Fiber optic,No,No,No,No,No,No
C1212,SUB1212,Yes,Yes,DSL,No,No,No,Yes,No,Yes
C1213,SUB1213,Yes,No,Fiber optic,No,No,No,No,No,No
C1214,SUB1214,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1215,SUB1215,Yes,Yes,Fiber optic,No,No,No,No,No,Yes
C1216,SUB1216,Yes,No,Fiber optic,No,No,No,No,No,Yes
C1217,SUB1217,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1218,SUB1218,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1219,SUB1219,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No
C1220,SUB1220,Yes,Yes,DSL,No,No,No,No,Yes,Yes
C1221,SUB1221,Yes,Yes,DSL,Yes,No,No,No,No,Yes
C1222,SUB1222,No,No phone service,DSL,No,No,No,No,No,No
C1223,SUB1223,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No
C1224,SUB1224,Yes,Yes,Fiber optic,No,No,No,No,No,No
C1225,SUB1225,Yes,No,DSL,No,No,No,No,No,No
C1226,SUB1226,No,No phone service,DSL,No,No,No,Yes,Yes,Yes
C1227,SUB1227,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1228,SUB1228,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No
C1229,SUB1229,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes
C1230,SUB1230,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes
C1231,SUB1231,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No
C1232,SUB1232,Yes,No,DSL,Yes,No,Yes,No,No,Yes
C1233,SUB1233,Yes,No,Fiber optic,No,No,No,No,Yes,No
C1234,SUB1234,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1235,SUB1235,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes
C1236,SUB1236,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No
C1237,SUB1237,Yes,Yes,Fiber optic,No,No,No,No,No,No
C1238,SUB1238,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1239,SUB1239,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
C1240,SUB1240,Yes,No,DSL,No,Yes,No,No,Yes,No
C1241,SUB1241,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1242,SUB1242,Yes,Yes,DSL,Yes,No,No,No,No,Yes
C1243,SUB1243,No,No phone service,DSL,Yes,No,No,No,No,No
C1244,SUB1244,Yes,No,DSL,No,No,No,No,No,No
C1245,SUB1245,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1246,SUB1246,Yes,No,Fiber optic,No,No,No,No,Yes,Yes
C1247,SUB1247,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes
C1248,SUB1248,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No
C1249,SUB1249,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No
C1250,SUB1250,Yes,No,DSL,No,No,No,No,No,No
C1251,SUB1251,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
C1252,SUB1252,Yes,No,Fiber optic,No,Yes,No,No,No,No
C1253,SUB1253,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1254,SUB1254,Yes,No,Fiber optic,No,No,No,No,No,Yes
C1255,SUB1255,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No
C1256,SUB1256,No,No phone service,DSL,No,No,No,Yes,No,No
C1257,SUB1257,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes
C1258,SUB1258,No,No phone service,DSL,No,No,No,No,No,Yes
C1259,SUB1259,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1260,SUB1260,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes
C1261,SUB1261,Yes,No,DSL,No,Yes,No,No,No,No
C1262,SUB1262,Yes,No,Fiber optic,Yes,No,No,Yes,No,No
C1263,SUB1263,Yes,No,DSL,No,Yes,No,No,No,No
C1264,SUB1264,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes
C1265,SUB1265,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes
C1266,SUB1266,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes
C1267,SUB1267,Yes,Yes,Fiber optic,Yes,No,No,No,No,No
C1268,SUB1268,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No
C1269,SUB1269,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
C1270,SUB1270,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
C1271,SUB1271,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1272,SUB1272,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No
C1273,SUB1273,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1274,SUB1274,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No
C1275,SUB1275,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes
C1276,SUB1276,Yes,No,DSL,Yes,Yes,No,Yes,No,No
C1277,SUB1277,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No
C1278,SUB1278,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1279,SUB1279,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes
C1280,SUB1280,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1281,SUB1281,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
C1282,SUB1282,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1283,SUB1283,Yes,No,DSL,No,No,No,No,Yes,Yes
C1284,SUB1284,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
C1285,SUB1285,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1286,SUB1286,Yes,No,Fiber optic,No,No,No,No,Yes,Yes
C1287,SUB1287,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes
C1288,SUB1288,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
C1289,SUB1289,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1290,SUB1290,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No
C1291,SUB1291,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes
C1292,SUB1292,Yes,No,Fiber optic,Yes,No,No,No,No,No
C1293,SUB1293,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes
C1294,SUB1294,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
C1295,SUB1295,Yes,No,DSL,No,No,No,No,No,No
C1296,SUB1296,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes
C1297,SUB1297,Yes,No,Fiber optic,No,No,No,No,Yes,No
C1298,SUB1298,Yes,Yes,Fiber optic,No,No,No,No,No,No
C1299,SUB1299,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes
C1300,SUB1300,Yes,No,DSL,No,No,No,No,No,No
C1301,SUB1301,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
C1302,SUB1302,Yes,No,DSL,Yes,Yes,No,Yes,No,No
C1303,SUB1303,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes
C1304,SUB1304,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1305,SUB1305,Yes,Yes,Fiber optic,No,No,No,No,No,Yes
C1306,SUB1306,Yes,No,DSL,No,No,Yes,No,Yes,No
C1307,SUB1307,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
C1308,SUB1308,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes
C1309,SUB1309,Yes,Yes,Fiber optic,No,No,No,No,Yes,No
C1310,SUB1310,Yes,Yes,Fiber optic,No,No,No,No,Yes,No
C1311,SUB1311,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
C1312,SUB1312,No,No phone service,DSL,No,Yes,Yes,No,No,Yes
C1313,SUB1313,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes
C1314,SUB1314,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
C1315,SUB1315,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No
C1316,SUB1316,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1317,SUB1317,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1318,SUB1318,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1319,SUB1319,Yes,No,DSL,Yes,No,Yes,No,No,Yes
C1320,SUB1320,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1321,SUB1321,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes
C1322,SUB1322,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No
C1323,SUB1323,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1324,SUB1324,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1325,SUB1325,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1326,SUB1326,Yes,No,Fiber optic,No,No,No,No,No,No
C1327,SUB1327,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No
C1328,SUB1328,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
C1329,SUB1329,Yes,No,DSL,No,No,Yes,Yes,No,No
C1330,SUB1330,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1331,SUB1331,Yes,No,DSL,Yes,No,No,Yes,No,No
C1332,SUB1332,No,No phone service,DSL,No,No,No,No,No,No
C1333,SUB1333,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1334,SUB1334,No,No phone service,DSL,Yes,No,No,Yes,No,No
C1335,SUB1335,No,No phone service,DSL,No,No,No,No,No,No
C1336,SUB1336,Yes,No,DSL,No,No,No,No,No,No
C1337,SUB1337,Yes,No,Fiber optic,No,Yes,No,No,No,No
C1338,SUB1338,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1339,SUB1339,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1340,SUB1340,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
C1341,SUB1341,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No
C1342,SUB1342,Yes,No,DSL,No,No,No,No,Yes,No
C1343,SUB1343,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1344,SUB1344,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes
C1345,SUB1345,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1346,SUB1346,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
C1347,SUB1347,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes
C1348,SUB1348,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1349,SUB1349,Yes,No,Fiber optic,No,No,No,No,Yes,No
C1350,SUB1350,No,No phone service,DSL,No,Yes,No,No,Yes,Yes
C1351,SUB1351,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No
C1352,SUB1352,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1353,SUB1353,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes
C1354,SUB1354,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1355,SUB1355,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No
C1356,SUB1356,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1357,SUB1357,Yes,Yes,Fiber optic,No,No,No,No,No,No
C1358,SUB1358,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
C1359,SUB1359,Yes,No,Fiber optic,No,No,No,No,No,No
C1360,SUB1360,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
C1361,SUB1361,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
C1362,SUB1362,Yes,Yes,Fiber optic,No,Yes,No,No,No,No
C1363,SUB1363,Yes,No,Fiber optic,No,No,No,No,No,No
C1364,SUB1364,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
C1365,SUB1365,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes
C1366,SUB1366,No,No phone service,DSL,No,Yes,No,No,No,Yes
C1367,SUB1367,Yes,Yes,Fiber optic,No,No,No,No,Yes,No
C1368,SUB1368,Yes,Yes,Fiber optic,No,Yes,No,No,No,No
C1369,SUB1369,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No
C1370,SUB1370,Yes,Yes,DSL,Yes,Yes,No,No,No,No
C1371,SUB1371,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1372,SUB1372,Yes,No,Fiber optic,No,No,No,No,Yes,No
C1373,SUB1373,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes
C1374,SUB1374,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1375,SUB1375,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes
C1376,SUB1376,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1377,SUB1377,Yes,No,DSL,No,No,Yes,No,Yes,Yes
C1378,SUB1378,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No
C1379,SUB1379,Yes,Yes,DSL,No,Yes,No,No,Yes,No
C1380,SUB1380,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No
C1381,SUB1381,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes
C1382,SUB1382,Yes,No,Fiber optic,No,No,No,No,No,No
C1383,SUB1383,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1384,SUB1384,Yes,Yes,DSL,No,No,No,No,No,No
C1385,SUB1385,Yes,No,Fiber optic,No,No,No,No,No,No
C1386,SUB1386,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
C1387,SUB1387,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes
C1388,SUB1388,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1389,SUB1389,Yes,No,DSL,No,No,Yes,No,Yes,No
C1390,SUB1390,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes
C1391,SUB1391,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes
C1392,SUB1392,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No
C1393,SUB1393,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1394,SUB1394,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1395,SUB1395,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
C1396,SUB1396,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes
C1397,SUB1397,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
C1398,SUB1398,Yes,No,Fiber optic,No,No,Yes,No,No,Yes
C1399,SUB1399,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No
C1400,SUB1400,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1401,SUB1401,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1402,SUB1402,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes
C1403,SUB1403,No,No phone service,DSL,No,No,No,No,No,Yes
C1404,SUB1404,Yes,No,DSL,No,No,No,No,Yes,Yes
C1405,SUB1405,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1406,SUB1406,Yes,Yes,Fiber optic,No,No,No,No,No,No
C1407,SUB1407,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1408,SUB1408,No,No phone service,DSL,Yes,No,No,Yes,No,Yes
C1409,SUB1409,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
C1410,SUB1410,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes
C1411,SUB1411,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
C1412,SUB1412,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes
C1413,SUB1413,Yes,No,Fiber optic,No,No,Yes,No,Yes,No
C1414,SUB1414,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No
C1415,SUB1415,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No
C1416,SUB1416,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes
C1417,SUB1417,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes
C1418,SUB1418,Yes,No,DSL,No,Yes,No,No,No,No
C1419,SUB1419,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes
C1420,SUB1420,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1421,SUB1421,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
C1422,SUB1422,Yes,Yes,Fiber optic,No,No,No,No,No,Yes
C1423,SUB1423,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
C1424,SUB1424,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
C1425,SUB1425,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1426,SUB1426,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes
C1427,SUB1427,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No
C1428,SUB1428,Yes,No,Fiber optic,No,No,Yes,No,No,No
C1429,SUB1429,Yes,Yes,DSL,No,No,No,No,No,No
C1430,SUB1430,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1431,SUB1431,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1432,SUB1432,Yes,Yes,DSL,No,No,No,Yes,Yes,No
C1433,SUB1433,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1434,SUB1434,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No
C1435,SUB1435,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes
C1436,SUB1436,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
C1437,SUB1437,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No
C1438,SUB1438,Yes,Yes,DSL,No,No,No,No,No,No
C1439,SUB1439,Yes,No,DSL,No,No,Yes,No,No,No
C1440,SUB1440,Yes,No,Fiber optic,No,No,Yes,No,No,No
C1441,SUB1441,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1442,SUB1442,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
C1443,SUB1443,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes
C1444,SUB1444,Yes,No,DSL,No,No,Yes,Yes,No,No
C1445,SUB1445,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
C1446,SUB1446,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes
C1447,SUB1447,Yes,Yes,DSL,No,No,No,No,No,No
C1448,SUB1448,Yes,Yes,Fiber optic,No,No,No,Yes,No,No
C1449,SUB1449,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1450,SUB1450,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1451,SUB1451,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1452,SUB1452,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No
C1453,SUB1453,No,No phone service,DSL,Yes,No,No,No,Yes,Yes
C1454,SUB1454,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes
C1455,SUB1455,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1456,SUB1456,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes
C1457,SUB1457,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
C1458,SUB1458,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
C1459,SUB1459,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1460,SUB1460,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes
C1461,SUB1461,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No
C1462,SUB1462,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No
C1463,SUB1463,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1464,SUB1464,Yes,No,Fiber optic,No,No,No,No,No,No
