CustomerID,Billing_ID,MonthlyCharges,TotalCharges
C1816,BILL1816,20.5,1502.25
C1817,BILL1817,19.2,19.2
C1818,BILL1818,98.35,6929.4
C1819,BILL1819,74.35,4453.3
C1820,BILL1820,51.35,3244.4
C1821,BILL1821,45.65,323.45
C1822,BILL1822,85.3,2661.1
C1823,BILL1823,86.55,2697.4
C1824,BILL1824,73.85,1424.5
C1825,BILL1825,20.3,1401.15
C1826,BILL1826,54.2,1739.6
C1827,BILL1827,90.65,5931
C1828,BILL1828,50.9,2333.85
C1829,BILL1829,25.05,949.85
C1830,BILL1830,74.85,572.45
C1831,BILL1831,20.5,696.8
C1832,BILL1832,63.55,1381.8
C1833,BILL1833,44.85,2572.95
C1834,BILL1834,47.95,47.95
C1835,BILL1835,45.1,45.1
C1836,BILL1836,45,45
C1837,BILL1837,96,2122.45
C1838,BILL1838,20.05,20.05
C1839,BILL1839,90.05,4931.8
C1840,BILL1840,25.3,116.95
C1841,BILL1841,108.65,6937.95
C1842,BILL1842,24.3,1261.7
C1843,BILL1843,75.95,3273.8
C1844,BILL1844,19.7,1415.85
C1845,BILL1845,66.4,3958.2
C1846,BILL1846,35.75,2492.25
C1847,BILL1847,18.8,279.2
C1848,BILL1848,19.4,1083
C1849,BILL1849,19.3,755.5
C1850,BILL1850,45.55,402.6
C1851,BILL1851,67.45,3252
C1852,BILL1852,35.1,68.75
C1853,BILL1853,46.2,46.2
C1854,BILL1854,45.15,45.15
C1855,BILL1855,43.3,43.3
C1856,BILL1856,20.1,936.85
C1857,BILL1857,57.15,2250.65
C1858,BILL1858,58.9,3857.1
C1859,BILL1859,73.2,1441.1
C1860,BILL1860,85.35,4338.6
C1861,BILL1861,19.45,1378.45
C1862,BILL1862,45.95,45.95
C1863,BILL1863,50.5,2566.3
C1864,BILL1864,25.1,171
C1865,BILL1865,60.7,1597.4
C1866,BILL1866,99,4744.35
C1867,BILL1867,104.4,6721.6
C1868,BILL1868,83.75,247.25
C1869,BILL1869,44.05,44.05
C1870,BILL1870,24.1,1734.65
C1871,BILL1871,45.55,45.55
C1872,BILL1872,93.8,4539.35
C1873,BILL1873,19.7,804.25
C1874,BILL1874,70.65,5011.15
C1875,BILL1875,86.45,3574.5
C1876,BILL1876,114.1,8086.4
C1877,BILL1877,95.2,4563
C1878,BILL1878,88.55,6362.35
C1879,BILL1879,20.75,67.1
C1880,BILL1880,70.05,70.05
C1881,BILL1881,86,165.45
C1882,BILL1882,44.65,1156.55
C1883,BILL1883,60.2,1834.15
C1884,BILL1884,100.5,3653.35
C1885,BILL1885,55.45,1477.65
C1886,BILL1886,70.3,1706.45
C1887,BILL1887,60.4,3953.7
C1888,BILL1888,72.65,1194.3
C1889,BILL1889,55.8,1327.85
C1890,BILL1890,31.1,419.7
C1891,BILL1891,21,21
C1892,BILL1892,45.1,45.1
C1893,BILL1893,50.95,207.35
C1894,BILL1894,69.1,1083.7
C1895,BILL1895,43.95,2007.85
C1896,BILL1896,86.5,5882.75
C1897,BILL1897,69.95,2657.55
C1898,BILL1898,50.4,1527.5
C1899,BILL1899,78.95,378.4
C1900,BILL1900,90.95,1612.2
C1901,BILL1901,19.9,76.65
C1902,BILL1902,20.15,260.7
C1903,BILL1903,90.6,6441.85
C1904,BILL1904,92,266.8
C1905,BILL1905,94.45,5124.6
C1906,BILL1906,24.85,962.25
C1907,BILL1907,36,1382.9
C1908,BILL1908,78.5,571.05
C1909,BILL1909,19.95,1399.35
C1910,BILL1910,20.65,150
C1911,BILL1911,30.5,167.2
C1912,BILL1912,106.1,7657.4
C1913,BILL1913,20.5,865.05
C1914,BILL1914,95.5,6153.85
C1915,BILL1915,64.6,174.2
C1916,BILL1916,51.1,1269.6
C1917,BILL1917,84.8,3862.55
C1918,BILL1918,89.1,6352.4
C1919,BILL1919,54.95,1348.5
C1920,BILL1920,50.9,50.9
C1921,BILL1921,20.45,471.55
C1922,BILL1922,85.95,5931.75
C1923,BILL1923,60.35,1404.65
C1924,BILL1924,19.8,726.1
C1925,BILL1925,85.35,1961.6
C1926,BILL1926,72.1,4194.85
C1927,BILL1927,99.8,4872.45
C1928,BILL1928,107.35,5118.95
C1929,BILL1929,19.55,658.95
C1930,BILL1930,81.05,81.05
C1931,BILL1931,20.5,76.95
C1932,BILL1932,111.8,5809.75
C1933,BILL1933,20.2,20.2
C1934,BILL1934,19.7,415.9
C1935,BILL1935,79.1,246.5
C1936,BILL1936,19.85,996.95
C1937,BILL1937,60.5,3145.15
C1938,BILL1938,19.55,265.3
C1939,BILL1939,20.9,20.9
C1940,BILL1940,21.05,21.05
C1941,BILL1941,71.5,4576.3
C1942,BILL1942,54.65,189.1
C1943,BILL1943,19.2,908.15
C1944,BILL1944,49.8,49.8
C1945,BILL1945,25.5,215.2
C1946,BILL1946,20.5,1500.95
C1947,BILL1947,90.4,5099.15
C1948,BILL1948,90.25,6385.95
C1949,BILL1949,80.75,159.45
C1950,BILL1950,104.6,6885.75
C1951,BILL1951,91.85,5940.85
C1952,BILL1952,50.2,668.85
C1953,BILL1953,95.5,1916.2
C1954,BILL1954,75.35,75.35
C1955,BILL1955,75.45,75.45
C1956,BILL1956,95.4,4613.95
C1957,BILL1957,101.3,7261.25
C1958,BILL1958,53.1,2459.8
C1959,BILL1959,84.85,2048.8
C1960,BILL1960,34.25,163.55
C1961,BILL1961,88.6,2888.7
C1962,BILL1962,60.15,2421.6
C1963,BILL1963,99.95,2292.75
C1964,BILL1964,70.7,553.4
C1965,BILL1965,54.8,3465.7
C1966,BILL1966,49.55,1210.4
C1967,BILL1967,54.8,1291.3
C1968,BILL1968,78.6,5356.45
C1969,BILL1969,100.3,5200.8
C1970,BILL1970,53.6,3237.05
C1971,BILL1971,81.1,576.65
C1972,BILL1972,19.35,433.75
C1973,BILL1973,85.6,1868.4
C1974,BILL1974,80.8,5728.55
C1975,BILL1975,74.95,825.7
C1976,BILL1976,19.6,390.4
C1977,BILL1977,93.55,93.55
C1978,BILL1978,90.7,2845.15
C1979,BILL1979,69.75,3894.4
C1980,BILL1980,20,886.4
C1981,BILL1981,95.25,1021.55
C1982,BILL1982,102.1,5885.4
C1983,BILL1983,19.95,268.4
C1984,BILL1984,80.85,2204.35
C1985,BILL1985,90.9,1259
C1986,BILL1986,29.2,309.1
C1987,BILL1987,93.3,6398.05
C1988,BILL1988,89.15,2257.75
C1989,BILL1989,108.85,6287.25
C1990,BILL1990,46.35,1662.05
C1991,BILL1991,84.75,1350.15
C1992,BILL1992,78.75,3600.65
C1993,BILL1993,83.55,1329.15
C1994,BILL1994,45.7,45.7
C1995,BILL1995,19.6,422.5
C1996,BILL1996,69.95,69.95
C1997,BILL1997,67.85,4627.65
C1998,BILL1998,105.65,6717.9
C1999,BILL1999,44.6,97.1
C2000,BILL2000,74.95,1710.45
C2001,BILL2001,75.5,637.4
C2002,BILL2002,20.15,117.95
C2003,BILL2003,45.2,2460.55
C2004,BILL2004,95.25,5464.65
C2005,BILL2005,89.85,2165.05
C2006,BILL2006,100.45,4941.8
C2007,BILL2007,47.15,223.15
C2008,BILL2008,80.2,181.1
C2009,BILL2009,87.1,341.45
C2010,BILL2010,79.25,5731.85
C2011,BILL2011,75.9,357.75
C2012,BILL2012,85.7,4616.1
C2013,BILL2013,98.75,4533.7
C2014,BILL2014,20.1,589.25
C2015,BILL2015,61.8,750.1
C2016,BILL2016,49.9,1410.25
C2017,BILL2017,86.45,830.85
C2018,BILL2018,20.4,743.5
C2019,BILL2019,45.3,45.3
C2020,BILL2020,104.1,7040.85
C2021,BILL2021,75.4,3865.45
C2022,BILL2022,108.15,6825.65
C2023,BILL2023,86.25,1340.1
C2024,BILL2024,81,371.65
C2025,BILL2025,95.7,1184
C2026,BILL2026,116.85,8477.7
C2027,BILL2027,105.75,7382.85
C2028,BILL2028,20.15,456.85
C2029,BILL2029,19.6,331.6
C2030,BILL2030,90.6,6056.15
C2031,BILL2031,60.95,134.6
C2032,BILL2032,25.05,125.5
C2033,BILL2033,88.15,1390.6
C2034,BILL2034,20.2,20.2
C2035,BILL2035,60.3,2511.3
C2036,BILL2036,63.95,2737.05
C2037,BILL2037,74.3,74.3
C2038,BILL2038,70.6,70.6
C2039,BILL2039,90.8,2361.8
C2040,BILL2040,79.35,1730.35
C2041,BILL2041,90.55,6404
C2042,BILL2042,19.45,165.35
C2043,BILL2043,64.45,1867.6
C2044,BILL2044,69.65,1043.3
C2045,BILL2045,19.5,128.6
C2046,BILL2046,110.5,7455.45
C2047,BILL2047,24.7,24.7
C2048,BILL2048,77.4,206.15
C2049,BILL2049,96.8,2030.3
C2050,BILL2050,85.4,5869.4
C2051,BILL2051,47.6,3377.8
C2052,BILL2052,19.4,1346.2
C2053,BILL2053,103.85,4946.05
C2054,BILL2054,83.35,4065
C2055,BILL2055,49.4,106.55
C2056,BILL2056,108.45,4964.7
C2057,BILL2057,81,4085.75
C2058,BILL2058,79.2,1742.75
C2059,BILL2059,86.65,6224.8
C2060,BILL2060,92.95,3415.25
C2061,BILL2061,90.35,6325.25
C2062,BILL2062,48.7,340.25
C2063,BILL2063,25.15,1683.6
C2064,BILL2064,76.4,3966.3
C2065,BILL2065,19.55,608.5
C2066,BILL2066,85.35,2896.6
C2067,BILL2067,24.8,1514.85
C2068,BILL2068,103.15,6792.45
C2069,BILL2069,100.75,4669.2
C2070,BILL2070,95.6,95.6
C2071,BILL2071,59.75,2934.3
C2072,BILL2072,94.1,6302.8
C2073,BILL2073,19.35,779.2
C2074,BILL2074,19.9,283.75
C2075,BILL2075,108.15,4600.7
C2076,BILL2076,101.05,5594
C2077,BILL2077,59.1,772.85
C2078,BILL2078,71.35,71.35
C2079,BILL2079,55.85,857.8
C2080,BILL2080,106.05,7554.05
C2081,BILL2081,84.1,5981.65
C2082,BILL2082,75.3,1702.9
C2083,BILL2083,24.7,467.15
C2084,BILL2084,20.15,20.15
C2085,BILL2085,69.75,69.75
C2086,BILL2086,93.2,2931
C2087,BILL2087,80.85,1400.85
C2088,BILL2088,33.65,137.85
C2089,BILL2089,55.8,1941.5
C2090,BILL2090,39.7,1932.75
C2091,BILL2091,29.5,1423.05
C2092,BILL2092,20.15,970.85
C2093,BILL2093,79.55,5810.9
C2094,BILL2094,24.8,223.9
C2095,BILL2095,19.65,391.7
C2096,BILL2096,79.95,79.95
C2097,BILL2097,19.3,19.3
C2098,BILL2098,94.05,811.65
C2099,BILL2099,90.75,174.75
C2100,BILL2100,78.85,3126.85
C2101,BILL2101,99.5,6841.45
C2102,BILL2102,99.2,3754.6
C2103,BILL2103,80.55,1406.65
C2104,BILL2104,70.2,834.7
C2105,BILL2105,85.2,627.4
C2106,BILL2106,75.25,242
C2107,BILL2107,59.45,3157
C2108,BILL2108,93.35,3092
C2109,BILL2109,44.95,2168.9
C2110,BILL2110,26.1,980.35
C2111,BILL2111,20.2,65.95
C2112,BILL2112,21.25,711.9
C2113,BILL2113,59.4,1952.8
C2114,BILL2114,95,4368.85
C2115,BILL2115,61.9,2647.1
C2116,BILL2116,118.65,8477.6
C2117,BILL2117,54.35,54.35
C2118,BILL2118,64.45,4528
C2119,BILL2119,80.15,1790.65
C2120,BILL2120,20.2,845.6
C2121,BILL2121,21,1210.3
C2122,BILL2122,20.45,20.45
C2123,BILL2123,75.85,854.45
C2124,BILL2124,80.45,2429.1
C2125,BILL2125,24.95,100.4
C2126,BILL2126,75.5,5229.45
C2127,BILL2127,44.45,44.45
C2128,BILL2128,42.35,1716.45
C2129,BILL2129,74.55,3023.55
C2130,BILL2130,75.3,75.3
C2131,BILL2131,94.8,4837.6
C2132,BILL2132,48.15,2032.3
C2133,BILL2133,19.65,436.9
C2134,BILL2134,70.55,70.55
C2135,BILL2135,20.15,20.15
C2136,BILL2136,106.6,5893.95
C2137,BILL2137,91,1430.05
C2138,BILL2138,25.4,313
C2139,BILL2139,69.95,3871.85
C2140,BILL2140,66.85,458.1
C2141,BILL2141,86.15,2745.7
C2142,BILL2142,20.15,341.35
C2143,BILL2143,64.85,1336.8
C2144,BILL2144,74.85,2181.75
C2145,BILL2145,50.5,147.75
C2146,BILL2146,72.9,818.45
C2147,BILL2147,115.05,7133.45
C2148,BILL2148,19,348.8
C2149,BILL2149,19.55,128.6
C2150,BILL2150,101.1,4674.4
C2151,BILL2151,84.1,1737.45
C2152,BILL2152,24.15,1498.85
C2153,BILL2153,50.1,50.1
C2154,BILL2154,74.6,1797.75
C2155,BILL2155,19.75,498.1
C2156,BILL2156,85,2624.25
C2157,BILL2157,80.55,184.1
C2158,BILL2158,106.8,5498.8
C2159,BILL2159,84.5,4845.4
C2160,BILL2160,25.05,369.1
C2161,BILL2161,83.7,6096.9
C2162,BILL2162,75.8,160.75
C2163,BILL2163,96.6,2684.35
C2164,BILL2164,98.5,3004.15
C2165,BILL2165,101.1,6994.8
C2166,BILL2166,20.2,273.25
C2167,BILL2167,94.05,5483.9
C2168,BILL2168,95.25,1233.65
C2169,BILL2169,74.4,527.9
C2170,BILL2170,81,4985.9
C2171,BILL2171,60.25,1258.35
C2172,BILL2172,60.85,111.4
C2173,BILL2173,43.95,43.95
C2174,BILL2174,86.05,308.1
C2175,BILL2175,20.25,383.65
C2176,BILL2176,85.15,2555.9
C2177,BILL2177,19.4,1284.2
C2178,BILL2178,102.65,7550.3
C2179,BILL2179,19.9,1110.05
C2180,BILL2180,19.55,99.6
C2181,BILL2181,95.5,6707.15
C2182,BILL2182,84.15,4164.4
C2183,BILL2183,103.2,5873.75
C2184,BILL2184,50.2,109.25
C2185,BILL2185,88.55,179.25
C2186,BILL2186,54.75,1338.15
C2187,BILL2187,19.95,862.4
C2188,BILL2188,116.25,8564.75
C2189,BILL2189,31.2,926.2
C2190,BILL2190,24.45,1718.2
C2191,BILL2191,84.2,5956.85
C2192,BILL2192,91.3,91.3
C2193,BILL2193,85.65,4824.45
C2194,BILL2194,21.2,1238.65
C2195,BILL2195,79.5,79.5
C2196,BILL2196,25.55,672.2
C2197,BILL2197,20.2,382.2
C2198,BILL2198,63.85,4264.6
C2199,BILL2199,61.95,1070.7
C2200,BILL2200,25.75,1345.85
C2201,BILL2201,58.2,1045.25
C2202,BILL2202,85.85,3003.55
C2203,BILL2203,70.1,467.55
C2204,BILL2204,104.9,7537.5
C2205,BILL2205,111.3,7482.1
C2206,BILL2206,99.85,3343.15
C2207,BILL2207,95.25,5427.05
C2208,BILL2208,86.25,587.1
C2209,BILL2209,100.8,100.8
C2210,BILL2210,19.55,161.15
C2211,BILL2211,104,7028.5
C2212,BILL2212,104.4,5232.9
C2213,BILL2213,19.5,225.85
C2214,BILL2214,25.25,274.7
C2215,BILL2215,86.3,1180.95
C2216,BILL2216,49.85,3370.2
C2217,BILL2217,108.95,7111.3
C2218,BILL2218,89.9,5958.85
C2219,BILL2219,82,5999.85
C2220,BILL2220,89.95,1648.45
C2221,BILL2221,79.35,5753.25
C2222,BILL2222,64.05,4492.9
C2223,BILL2223,101.15,3956.7
C2224,BILL2224,89.95,2625.55
C2225,BILL2225,76.45,1233.4
C2226,BILL2226,39.1,1309
C2227,BILL2227,34.6,813.45
C2228,BILL2228,19.55,1108.8
C2229,BILL2229,104.45,7349.35
C2230,BILL2230,70.5,294.2
C2231,BILL2231,20.35,929.2
C2232,BILL2232,70,740
C2233,BILL2233,19.45,754.5
C2234,BILL2234,69.9,3883.3
C2235,BILL2235,59.7,1414.2
C2236,BILL2236,78.35,3211.2
C2237,BILL2237,71.45,371.6
C2238,BILL2238,45.85,1246.4
C2239,BILL2239,95.85,95.85
C2240,BILL2240,35.7,2545.7
C2241,BILL2241,89.55,6448.85
C2242,BILL2242,24.95,1468.9
C2243,BILL2243,24.85,1013.6
C2244,BILL2244,100.8,6690.75
C2245,BILL2245,64.4,2088.75
C2246,BILL2246,105.35,7240.65
C2247,BILL2247,102.45,102.45
C2248,BILL2248,19.65,830.25
C2249,BILL2249,54.45,1588.7
C2250,BILL2250,70.5,829.3
C2251,BILL2251,20.1,302.45
C2252,BILL2252,69.35,712.25
C2253,BILL2253,19.8,1336.65
C2254,BILL2254,74.4,5360.75
C2255,BILL2255,93.05,6735.05
C2256,BILL2256,51.2,51.2
C2257,BILL2257,65.6,1010
C2258,BILL2258,80.55,4847.05
C2259,BILL2259,52.7,3019.7
C2260,BILL2260,20.85,161.65
C2261,BILL2261,80.1,217.55
C2262,BILL2262,52.15,2583.75
C2263,BILL2263,80.2,146.05
C2264,BILL2264,98.15,567.45
C2265,BILL2265,114.95,7711.25
C2266,BILL2266,112.95,1384.75
C2267,BILL2267,104.45,5481.25
C2268,BILL2268,113.65,8124.2
C2269,BILL2269,20.6,827.3
C2270,BILL2270,70.9,70.9
C2271,BILL2271,86.85,220.95
C2272,BILL2272,91.55,3673.6
C2273,BILL2273,49.85,49.85
C2274,BILL2274,19.8,576.65
C2275,BILL2275,99.85,2331.3
C2276,BILL2276,74.5,74.5
C2277,BILL2277,104.15,4495.65
C2278,BILL2278,109.15,6941.2
C2279,BILL2279,48.2,340.35
C2280,BILL2280,25.1,1789.9
C2281,BILL2281,100.15,908.55
C2282,BILL2282,65.2,1043.35
C2283,BILL2283,99.5,6822.15
C2284,BILL2284,71.55,71.55
C2285,BILL2285,55.9,157.55
C2286,BILL2286,93.9,5029.2
C2287,BILL2287,64.4,581.7
C2288,BILL2288,108.4,7318.2
C2289,BILL2289,85.3,420.45
C2290,BILL2290,107.45,7576.7
C2291,BILL2291,48.75,633.4
C2292,BILL2292,85.65,321.65
C2293,BILL2293,91.3,4965
C2294,BILL2294,85.95,6151.9
C2295,BILL2295,106.7,1253.9
C2296,BILL2296,25.15,25.15
C2297,BILL2297,45.2,45.2
C2298,BILL2298,110.35,5893.15
C2299,BILL2299,79.2,5420.65
C2300,BILL2300,55.5,2627.35
C2301,BILL2301,103.25,5037.55
C2302,BILL2302,90.25,743.75
C2303,BILL2303,91.25,6589.6
C2304,BILL2304,47.8,92.45
C2305,BILL2305,100.9,6733.15
C2306,BILL2306,97.7,3410
C2307,BILL2307,69.85,199.85
C2308,BILL2308,65.6,593.3
C2309,BILL2309,104.65,7288.4
C2310,BILL2310,90.45,5229.8
C2311,BILL2311,63.7,4464.8
C2312,BILL2312,104.5,5068.05
C2313,BILL2313,20.1,401.85
C2314,BILL2314,104.3,4451.85
C2315,BILL2315,93.25,6688.95
C2316,BILL2316,73.45,2661.1
C2317,BILL2317,20.7,73.05
C2318,BILL2318,25.25,1211.65
C2319,BILL2319,100.5,7030.65
C2320,BILL2320,90.6,1020.2
C2321,BILL2321,89.4,5597.65
C2322,BILL2322,95.45,6223.3
C2323,BILL2323,20.45,1024.65
C2324,BILL2324,98.6,2933.2
C2325,BILL2325,83.05,1258.3
C2326,BILL2326,19.95,82.9
C2327,BILL2327,109.15,7789.6
C2328,BILL2328,85.7,2067
C2329,BILL2329,102.05,3452.55
C2330,BILL2330,94.7,5468.95
C2331,BILL2331,64.4,1802.15
C2332,BILL2332,26.8,733.55
C2333,BILL2333,66.05,3021.45
C2334,BILL2334,65.2,3687.85
C2335,BILL2335,85.05,1391.15
C2336,BILL2336,55.8,274.35
C2337,BILL2337,70.4,1214.05
C2338,BILL2338,104.75,5510.65
C2339,BILL2339,19.95,1322.85
C2340,BILL2340,94.25,1973.75
C2341,BILL2341,45,2196.3
C2342,BILL2342,114.9,7843.55
C2343,BILL2343,106.4,3211.9
C2344,BILL2344,46.1,130.15
C2345,BILL2345,39.7,692.35
C2346,BILL2346,20.05,85.5
C2347,BILL2347,95.75,6849.4
C2348,BILL2348,24.4,203.95
C2349,BILL2349,33.6,2117.2
C2350,BILL2350,90.45,6565.85
C2351,BILL2351,84,424.75
C2352,BILL2352,67.4,3306.85
C2353,BILL2353,19.7,168.9
C2354,BILL2354,80.35,253.8
C2355,BILL2355,19.6,197.4
C2356,BILL2356,54.2,3838.2
C2357,BILL2357,45.2,2065.15
C2358,BILL2358,75.1,5064.45
C2359,BILL2359,19.7,1140.05
C2360,BILL2360,72.75,2447.45
C2361,BILL2361,20.05,1263.9
C2362,BILL2362,45.95,45.95
C2363,BILL2363,39.2,1838.15
C2364,BILL2364,44.75,44.75
C2365,BILL2365,82.65,1185
C2366,BILL2366,93.9,1743.9
C2367,BILL2367,70.15,70.15
C2368,BILL2368,85.55,85.55
C2369,BILL2369,117.15,8529.5
C2370,BILL2370,99.25,6549.45
C2371,BILL2371,112.55,7806.5
C2372,BILL2372,25.7,25.7
C2373,BILL2373,90.3,6287.3
C2374,BILL2374,49.4,3251.85
C2375,BILL2375,19.4,50.6
C2376,BILL2376,109.7,7904.25
C2377,BILL2377,61.25,729.95
C2378,BILL2378,55.3,2654.05
C2379,BILL2379,70.3,2416.55
C2380,BILL2380,106.35,3520.75
C2381,BILL2381,103.75,5969.95
C2382,BILL2382,19.5,226.8
C2383,BILL2383,39.5,1082.75
C2384,BILL2384,26.05,565.75
C2385,BILL2385,91.05,4370.75
C2386,BILL2386,29.65,90.05
C2387,BILL2387,50.2,2169.4
C2388,BILL2388,105.3,550.6
C2389,BILL2389,55.45,55.45
C2390,BILL2390,85.45,6300.85
C2391,BILL2391,19.8,160.05
C2392,BILL2392,59.25,436.6
C2393,BILL2393,90.7,1781.35
C2394,BILL2394,103.7,3467
C2395,BILL2395,79.05,5552.5
C2396,BILL2396,90.7,2835.5
C2397,BILL2397,95,3591.25
C2398,BILL2398,88.35,88.35
C2399,BILL2399,30.25,63.75
C2400,BILL2400,49.85,617.15
C2401,BILL2401,93,870.25
C2402,BILL2402,54.55,601.25
C2403,BILL2403,19.7,111.65
C2404,BILL2404,84.8,6046.1
C2405,BILL2405,94.45,3923.8
C2406,BILL2406,94.2,777.3
C2407,BILL2407,96.25,512.45
C2408,BILL2408,70.7,141.45
C2409,BILL2409,20.85,892.15
C2410,BILL2410,60,1682.05
C2411,BILL2411,80.45,3398.9
C2412,BILL2412,84.95,4984.85
C2413,BILL2413,33.55,1445.3
C2414,BILL2414,49.65,305.55
C2415,BILL2415,20.2,507.9
C2416,BILL2416,94.55,3640.45
C2417,BILL2417,100.5,2673.45
C2418,BILL2418,35.75,389.8
C2419,BILL2419,86.45,2401.05
C2420,BILL2420,53.8,651.55
C2421,BILL2421,38.55,156.1
C2422,BILL2422,39.9,2796.35
C2423,BILL2423,70.05,70.05
C2424,BILL2424,20.1,407.05
C2425,BILL2425,112.95,6465
C2426,BILL2426,20.3,511.25
C2427,BILL2427,35.65,646.05
C2428,BILL2428,35.9,35.9
C2429,BILL2429,99.25,3777.15
C2430,BILL2430,82.95,4903.15
C2431,BILL2431,55.65,1653.85
C2432,BILL2432,24.45,47.5
C2433,BILL2433,25.2,1306.3
C2434,BILL2434,50.8,463.6
C2435,BILL2435,19.65,60.65
C2436,BILL2436,59.8,824.85
C2437,BILL2437,73.55,2094.65
C2438,BILL2438,61.4,438.9
C2439,BILL2439,103.35,847.3
C2440,BILL2440,19.9,329.75
C2441,BILL2441,19.45,674.55
C2442,BILL2442,81.5,162.55
C2443,BILL2443,84.8,546.95
C2444,BILL2444,109.55,7887.25
C2445,BILL2445,99.95,3186.65
C2446,BILL2446,74.4,1972.35
C2447,BILL2447,90,1527.35
C2448,BILL2448,74.9,490.55
C2449,BILL2449,104.85,1531.4
C2450,BILL2450,59.65,683.25
C2451,BILL2451,110.45,8058.85
C2452,BILL2452,106.1,2847.4
C2453,BILL2453,74.2,1133.9
C2454,BILL2454,74.45,294.45
C2455,BILL2455,24.55,1719.15
C2456,BILL2456,89.35,461.7
C2457,BILL2457,24.55,1160.45
C2458,BILL2458,90.65,5199.8
C2459,BILL2459,105.05,5163.3
C2460,BILL2460,20.45,162.3
C2461,BILL2461,19.55,883.35
C2462,BILL2462,19.7,1341.5
C2463,BILL2463,70.45,70.45
C2464,BILL2464,85.65,659.45
C2465,BILL2465,77.15,77.15
C2466,BILL2466,35.25,35.25
C2467,BILL2467,20.55,1205.05
C2468,BILL2468,97.95,4917.9
C2469,BILL2469,48.55,201
C2470,BILL2470,20,599.3
C2471,BILL2471,25.25,1733.15
C2472,BILL2472,98.4,5149.5
C2473,BILL2473,70.9,4677.1
C2474,BILL2474,19.85,119.3
C2475,BILL2475,106.35,4849.1
C2476,BILL2476,99.5,5424.25
C2477,BILL2477,84.7,5878.9
C2478,BILL2478,86.05,244.85
C2479,BILL2479,44.55,220.75
C2480,BILL2480,75.85,4261.2
C2481,BILL2481,93.85,5574.75
C2482,BILL2482,25,1501.75
C2483,BILL2483,45,89.75
C2484,BILL2484,100.7,4541.2
C2485,BILL2485,20.5,255.5
C2486,BILL2486,80.45,1072
C2487,BILL2487,90.45,2509.25
C2488,BILL2488,60.45,1440.75
C2489,BILL2489,55.25,1715.65
C2490,BILL2490,78.45,5333.35
C2491,BILL2491,100.55,3895.35
C2492,BILL2492,20.35,869.9
C2493,BILL2493,54.45,706.85
C2494,BILL2494,90.75,512.25
C2495,BILL2495,75.35,2636.05
C2496,BILL2496,20.25,814.75
C2497,BILL2497,20.05,388.6
C2498,BILL2498,19.6,93.45
C2499,BILL2499,53.8,1389.85
C2500,BILL2500,70.2,2894.55
C2501,BILL2501,75.5,4025.6
C2502,BILL2502,20.35,1354.4
C2503,BILL2503,26.05,1856.4
C2504,BILL2504,20.6,926
C2505,BILL2505,75.7,189.2
C2506,BILL2506,20.1,682.1
C2507,BILL2507,24.3,1778.7
C2508,BILL2508,24.5,1816.2
C2509,BILL2509,110.5,7069.25
C2510,BILL2510,25.25,1841.2
C2511,BILL2511,74.25,74.25
C2512,BILL2512,90.1,2656.7
C2513,BILL2513,68.75,1689.45
C2514,BILL2514,19.2,1054.75
C2515,BILL2515,89.7,2187.55
C2516,BILL2516,115.1,7334.05
C2517,BILL2517,96.4,1581.2
C2518,BILL2518,69.5,69.5
C2519,BILL2519,99.65,2404.85
C2520,BILL2520,91.45,171.45
C2521,BILL2521,84.75,2839.45
C2522,BILL2522,85.25,3132.75
C2523,BILL2523,78.75,3942.45
C2524,BILL2524,20.25,873.4
C2525,BILL2525,19.9,1529.65
C2526,BILL2526,97.75,6991.6
C2527,BILL2527,19.4,19.4
C2528,BILL2528,83.3,803.3
C2529,BILL2529,80.1,679.3
C2530,BILL2530,62.7,2791.5
C2531,BILL2531,100.4,715
C2532,BILL2532,24.45,1681.6
C2533,BILL2533,101.1,4016.2
C2534,BILL2534,50.9,3281.65
C2535,BILL2535,107.2,7317.1
C2536,BILL2536,92.2,6474.45
C2537,BILL2537,25.3,676.35
C2538,BILL2538,113.4,8164.1
C2539,BILL2539,40.55,1325.85
C2540,BILL2540,26,1654.85
C2541,BILL2541,111.95,7795.95
C2542,BILL2542,53.8,3952.45
C2543,BILL2543,72.1,2495.15
C2544,BILL2544,98.15,1230.25
C2545,BILL2545,78.85,876.75
C2546,BILL2546,70.75,4263.45
C2547,BILL2547,76.15,1992.95
C2548,BILL2548,39.1,1982.1
C2549,BILL2549,69.95,562.7
C2550,BILL2550,20.05,33.7
C2551,BILL2551,20.05,1090.1
C2552,BILL2552,19.45,227.45
C2553,BILL2553,26.9,1250.85
C2554,BILL2554,19.2,37.2
C2555,BILL2555,50,892.7
C2556,BILL2556,60,487.75
C2557,BILL2557,84.55,3713.95
C2558,BILL2558,45.45,141.7
C2559,BILL2559,20.05,678.2
C2560,BILL2560,115.55,8425.3
C2561,BILL2561,93.7,4154.8
C2562,BILL2562,99,7061.65
C2563,BILL2563,50.55,3364.55
C2564,BILL2564,105.95,2655.25
C2565,BILL2565,82,1425.45
C2566,BILL2566,25,332.5
C2567,BILL2567,91.55,5963.95
C2568,BILL2568,95.75,5742.9
C2569,BILL2569,19.35,278.85
C2570,BILL2570,24.85,1871.85
C2571,BILL2571,94.05,2866.45
C2572,BILL2572,100.4,4303.65
C2573,BILL2573,25,1753
